Molecule Name,SMILES,TB SRI Kinase Phenotypic Screen SP: % Inhibition @10ug/ml (%)
AB00675196-01,CCC1=CC=C(C=C1)C(=O)C1=CN(CC2=C(OC)C=CC=C2)C2=CC3=C(OCCO3)C=C2C1=O,1.36
AB00675195-01,COC1=C(CN2C=C(C(=O)C3=CC=C(C)C=C3)C(=O)C3=CC(OC)=C(OC)C=C23)C=CC=C1,-1.66
AB00675194-01,CC1=CC(NC(=O)CSC2=NC=C(C(=O)N2)S(=O)(=O)C2=CC=CC=C2)=CC(C)=C1,-6.63
AB00675193-01,FC1=CC=C(F)C(NC(=O)CSC2=NC=C(C(=O)N2)S(=O)(=O)C2=CC=CC=C2)=C1,-9.45
AB00675191-01,FC1=CC=C(NC(=O)CSC2=NC=C(C(=O)N2)S(=O)(=O)C2=CC=CC=C2)C=C1,-3.13
AB00675190-01,FC1=CC(NC(=O)CSC2=NC=C(C(=O)N2)S(=O)(=O)C2=CC=CC=C2)=CC=C1,1.66
AB00675189-01,COC1=C(OC)C=C2C(=O)C(=CN(CC3=C(C)C=CC(C)=C3)C2=C1)S(=O)(=O)C1=CC=C(F)C=C1,-7.37
AB00675188-01,COC1=CC=C(CN2C=C(C(=O)C3=CC(F)=CC=C23)S(=O)(=O)C2=CC=C(Cl)C=C2)C=C1,-9.99
AB00675187-01,COC1=CC=C(CN2C=C(C(=O)C3=CC(F)=CC=C23)S(=O)(=O)C2=CC=C(F)C=C2)C=C1,6.77
AB00675186-01,COC1=CC=C(CN2C=C(C(=O)C3=CC(OC)=C(OC)C=C23)S(=O)(=O)C2=CC=C(F)C=C2)C=C1,1.03
AB00675185-01,COC1=CC=C(CN2C=C(C(=O)C3=CC(OC)=CC=C23)S(=O)(=O)C2=CC=C(Cl)C=C2)C=C1,12.86
AB00675184-01,COC1=CC=CC(CN2C=C(C(=O)C3=CC(F)=CC=C23)S(=O)(=O)C2=CC=C(Cl)C=C2)=C1,4.96
AB00675183-01,COC1=CC=CC(CN2C=C(C(=O)C3=CC(F)=CC=C23)S(=O)(=O)C2=CC=C(F)C=C2)=C1,1.64
AB00675182-01,CCOC1=CC=C2N(CC3=CC(OC)=CC=C3)C=C(C(=O)C2=C1)S(=O)(=O)C1=CC=C(F)C=C1,17.16
AB00675181-01,COC1=CC=CC(CN2C=C(C(=O)C3=CC(OC)=CC=C23)S(=O)(=O)C2=CC=C(Cl)C=C2)=C1,58.28
AB00675180-01,FC1=CC=C(CN2C=C(C(=O)C3=CC(F)=CC=C23)S(=O)(=O)C2=CC=C(Cl)C=C2)C=C1,9.35
AB00675179-01,FC1=CC=C(CN2C=C(C(=O)C3=CC(F)=CC=C23)S(=O)(=O)C2=CC=C(F)C=C2)C=C1,54.38
AB00675178-01,COC1=C(OC)C=C2C(=O)C(=CN(CC3=CC=C(F)C=C3)C2=C1)S(=O)(=O)C1=CC=C(F)C=C1,2.57
AB00675177-01,CCOC1=CC=C2N(CC3=CC=C(F)C=C3)C=C(C(=O)C2=C1)S(=O)(=O)C1=CC=C(F)C=C1,0.47
AB00675176-01,CCOC1=CC=C2N(CC3=CC(F)=CC=C3)C=C(C(=O)C2=C1)S(=O)(=O)C1=CC=C(F)C=C1,12.37
AB00675175-01,COC1=CC=C2N(CC3=CC(F)=CC=C3)C=C(C(=O)C2=C1)S(=O)(=O)C1=CC=C(Cl)C=C1,38.67
AB00675174-01,COC1=CC=C2N(CC3=CC(F)=CC=C3)C=C(C(=O)C2=C1)S(=O)(=O)C1=CC=C(F)C=C1,6.99
AB00675173-01,COC1=C(OC)C=C2C(=O)C(=CN(CC3=C(F)C=CC=C3)C2=C1)S(=O)(=O)C1=CC=C(F)C=C1,-0.03
AB00675172-01,CCOC1=CC=C2N(CC3=C(F)C=CC=C3)C=C(C(=O)C2=C1)S(=O)(=O)C1=CC=C(Cl)C=C1,10.42
AB00675171-01,CCOC1=CC=C2N(CC3=C(F)C=CC=C3)C=C(C(=O)C2=C1)S(=O)(=O)C1=CC=C(F)C=C1,11.41
AB00675170-01,COC1=CC=C2N(CC3=C(F)C=CC=C3)C=C(C(=O)C2=C1)S(=O)(=O)C1=CC=C(Cl)C=C1,3.34
AB00675168-01,FC1=CC=C(C=C1)S(=O)(=O)C1=CN(CC2=CC=C(Cl)C=C2)C2=CC=C(F)C=C2C1=O,3.44
AB00675167-01,COC1=C(OC)C=C2C(=O)C(=CN(CC3=CC=C(Cl)C=C3)C2=C1)S(=O)(=O)C1=CC=C(F)C=C1,8.62
AB00675166-01,CCOC1=CC=C2N(CC3=CC=C(Cl)C=C3)C=C(C(=O)C2=C1)S(=O)(=O)C1=CC=C(F)C=C1,-3.89
AB00675165-01,COC1=CC=C2N(CC3=CC=C(Cl)C=C3)C=C(C(=O)C2=C1)S(=O)(=O)C1=CC=C(F)C=C1,0.98
AB00675164-01,COC1=C(OC)C=C2C(=O)C(=CN(CC3=CC(Cl)=CC=C3)C2=C1)S(=O)(=O)C1=CC=C(F)C=C1,-4.26
AB00675163-01,CCOC1=CC=C2N(CC3=CC(Cl)=CC=C3)C=C(C(=O)C2=C1)S(=O)(=O)C1=CC=C(F)C=C1,-16.82
AB00675162-01,COC1=CC=C2N(CC3=CC(Cl)=CC=C3)C=C(C(=O)C2=C1)S(=O)(=O)C1=CC=C(F)C=C1,71.76
AB00675161-01,CCOC1=CC=C2N(CC3=C(Cl)C=CC=C3)C=C(C(=O)C2=C1)S(=O)(=O)C1=CC=C(F)C=C1,27.27
AB00675160-01,COC1=CC=C2N(CC3=C(Cl)C=CC=C3)C=C(C(=O)C2=C1)S(=O)(=O)C1=CC=C(F)C=C1,11.75
AB00675159-01,CC1=CC=C(CN2C=C(C(=O)C3=CC4=C(OCO4)C=C23)S(=O)(=O)C2=CC=C(Cl)C=C2)C=C1,12.46
AB00675158-01,COC1=C(OC)C=C2C(=O)C(=CN(CC3=CC=C(C)C=C3)C2=C1)S(=O)(=O)C1=CC=C(F)C=C1,10.21
AB00675157-01,CCOC1=CC=C2N(CC3=CC=C(C)C=C3)C=C(C(=O)C2=C1)S(=O)(=O)C1=CC=C(Cl)C=C1,7.45
AB00675156-01,CCOC1=CC=C2N(CC3=CC=C(C)C=C3)C=C(C(=O)C2=C1)S(=O)(=O)C1=CC=C(F)C=C1,1.21
AB00675155-01,CC1=CC=CC(CN2C=C(C(=O)C3=CC(F)=CC=C23)S(=O)(=O)C2=CC=C(F)C=C2)=C1,0.57
AB00675154-01,COC1=C(OC)C=C2C(=O)C(=CN(CC3=CC(C)=CC=C3)C2=C1)S(=O)(=O)C1=CC=C(F)C=C1,-1.03
AB00675153-01,CCOC1=CC=C2N(CC3=CC(C)=CC=C3)C=C(C(=O)C2=C1)S(=O)(=O)C1=CC=C(F)C=C1,3.82
AB00675152-01,CC1=C(CN2C=C(C(=O)C3=CC(F)=CC=C23)S(=O)(=O)C2=CC=C(F)C=C2)C=CC=C1,-0.54
AB00675151-01,COC1=C(OC)C=C2C(=O)C(=CN(CC3=C(C)C=CC=C3)C2=C1)S(=O)(=O)C1=CC=C(F)C=C1,5.84
AB00675150-01,FC1=CC=C(C=C1)S(=O)(=O)C1=CN(CC2=CC=CC=C2)C2=CC3=C(OCO3)C=C2C1=O,3.62
AB00675149-01,COC1=C(OC)C=C2C(=O)C(=CN(CC3=CC=CC=C3)C2=C1)S(=O)(=O)C1=CC=C(F)C=C1,-4.65
AB00675148-01,CCOC1=CC=C2N(CC3=CC=CC=C3)C=C(C(=O)C2=C1)S(=O)(=O)C1=CC=C(F)C=C1,-1.11
AB00675147-01,COC1=CC=C(CN2C=C3C(=NN=C3C3=CC4=C(OCCO4)C=C23)C2=CC=C(C)C(C)=C2)C=C1,4.74
AB00675146-01,COC1=CC=C(CN2C=C3C(=NN=C3C3=CC(OC)=C(OC)C=C23)C2=CC=C(C)C(C)=C2)C=C1,25.23
AB00675145-01,COC1=CC=C(CN2C=C3C(=NN=C3C3=CC(OC)=C(OC)C=C23)C2=CC=C(C)C=C2)C=C1,94.17
AB00675144-01,COC1=CC=CC(CN2C=C3C(=NN=C3C3=CC(OC)=C(OC)C=C23)C2=CC=C(Cl)C=C2)=C1,100.18
AB00675143-01,COC1=CC=CC(CN2C=C3C(=NN=C3C3=CC=CC=C23)C2=CC=C(Cl)C=C2)=C1,71.75
AB00675142-01,COC1=CC=CC(CN2C=C3C(=NN=C3C3=CC4=C(OCCO4)C=C23)C2=CC=C(OC)C(OC)=C2)=C1,32.08
AB00675141-01,COC1=CC=CC(CN2C=C3C(=NN=C3C3=CC4=C(OCCO4)C=C23)C2=CC=C(C)C(C)=C2)=C1,10.96
AB00675140-01,COC1=CC=CC(CN2C=C3C(=NN=C3C3=CC(OC)=C(OC)C=C23)C2=CC=C(C)C(C)=C2)=C1,2.37
AB00675139-01,COC1=CC=CC(CN2C=C3C(=NN=C3C3=CC(OC)=C(OC)C=C23)C2=CC=C(C)C=C2)=C1,5.3
AB00675138-01,COC1=CC=C(C=C1OC)C1=NN=C2C1=CN(CC1=CC(C)=CC=C1)C1=CC3=C(OCCO3)C=C21,0.64
AB00675137-01,COC1=CC=C(C=C1OC)C1=NN=C2C1=CN(CC1=CC(C)=CC=C1)C1=CC=CC=C21,33.81
AB00675136-01,COC1=CC=C(C=C1)C1=NN=C2C1=CN(CC1=CC(C)=CC=C1)C1=CC=C(C)C=C21,6.72
AB00675135-01,CC1=CC=CC(CN2C=C3C(=NN=C3C3=CC4=C(OCCO4)C=C23)C2=CC=C(C)C(C)=C2)=C1,100.31
AB00675134-01,COC1=C(OC)C=C2C3=NN=C(C3=CN(CC3=CC(C)=CC=C3)C2=C1)C1=CC=C(C)C=C1,100.12
AB00675133-01,COC1=C(OC)C=C2C3=NN=C(C3=CN(CC3=CC=C(F)C=C3)C2=C1)C1=CC=C(Cl)C=C1,36.59
AB00675132-01,COC1=CC=C(C=C1OC)C1=NN=C2C1=CN(CC1=CC=C(F)C=C1)C1=CC=CC=C21,36.5
AB00675131-01,COC1=C(OC)C=C2C3=NN=C(C3=CN(CC3=CC=C(F)C=C3)C2=C1)C1=CC=C(C)C(C)=C1,5.99
AB00675130-01,COC1=C(OC)C=C2C3=NN=C(C3=CN(CC3=CC=C(C)C=C3)C2=C1)C1=CC=C(Cl)C=C1,5.54
AB00675129-01,COC1=CC=C(C=C1OC)C1=NN=C2C1=CN(CC1=CC=C(C)C=C1)C1=CC3=C(OCCO3)C=C21,67.85
AB00675128-01,COC1=CC=C(C=C1OC)C1=NN=C2C1=CN(CC1=CC=C(C)C=C1)C1=CC=CC=C21,81.77
AB00675127-01,COC1=CC=C(C=C1)C1=NN=C2C1=CN(CC1=CC=C(C)C=C1)C1=CC=C(C)C=C21,17.45
AB00675126-01,COC1=C(OC)C=C2C3=NN=C(C3=CN(CC3=CC(F)=CC=C3)C2=C1)C1=CC=C(Cl)C=C1,21.94
AB00675125-01,COC1=CC=C(C=C1OC)C1=NN=C2C1=CN(CC1=CC(F)=CC=C1)C1=CC3=C(OCCO3)C=C21,21.92
AB00675124-01,COC1=CC=C(C=C1OC)C1=NN=C2C1=CN(CC1=CC(F)=CC=C1)C1=CC=CC=C21,14.61
AB00675123-01,COC1=CC=C(C=C1)C1=NN=C2C1=CN(CC1=CC(F)=CC=C1)C1=CC=CC=C21,18.35
AB00675122-01,CC1=CC=C(C=C1C)C1=NN=C2C1=CN(CC1=CC(F)=CC=C1)C1=CC3=C(OCCO3)C=C21,3.2
AB00675121-01,COC1=C(OC)C=C2C3=NN=C(C3=CN(CC3=C(F)C=CC=C3)C2=C1)C1=CC=C(Cl)C=C1,94.39
AB00675120-01,COC1=CC=C(C=C1OC)C1=NN=C2C1=CN(CC1=C(F)C=CC=C1)C1=CC3=C(OCCO3)C=C21,20.01
AB00675119-01,COC1=CC=C(C=C1OC)C1=NN=C2C1=CN(CC1=C(F)C=CC=C1)C1=CC=CC=C21,36.55
AB00675118-01,COC1=CC=C(C=C1)C1=NN=C2C1=CN(CC1=C(F)C=CC=C1)C1=CC=C(C)C=C21,23.09
AB00675117-01,COC1=CC=C(C=C1)C1=NN=C2C1=CN(CC1=C(F)C=CC=C1)C1=CC=CC=C21,23.04
AB00675116-01,COC1=CC=C(C=C1OC)C1=NN=C2C1=CN(CC1=CC=C(Cl)C=C1)C1=CC=CC=C21,21.67
AB00675115-01,COC1=C(OC)C=C2C3=NN=C(C3=CN(CC3=CC=CC=C3)C2=C1)C1=CC=C(Cl)C=C1,20.77
AB00675114-01,COC1=CC=C(C=C1OC)C1=NN=C2C1=CN(CC1=CC=CC=C1)C1=CC=CC=C21,-1.97
AB00675113-01,COC1=CC=C(CN2C=C(C(=O)C3=CC=C(Cl)C=C3)C(=O)C3=CC(OC)=C(OC)C=C23)C=C1,-6.55
AB00675112-01,COC1=CC=C(CN2C=C(C(=O)C3=CC=C(Cl)C=C3)C(=O)C3=CC=CC=C23)C=C1,62.25
AB00675111-01,COC1=CC=C(CN2C=C(C(=O)C3=CC=C(OC)C=C3)C(=O)C3=CC4=C(OCCO4)C=C23)C=C1,64.42
AB00675110-01,COC1=CC=C(CN2C=C(C(=O)C3=CC=C(OC)C=C3)C(=O)C3=CC(C)=CC=C23)C=C1,64.19
AB00675109-01,COC1=CC=C(CN2C=C(C(=O)C3=CC=C(OC)C=C3)C(=O)C3=CC=CC=C23)C=C1,8.88
AB00675108-01,CCC1=CC=C(C=C1)C(=O)C1=CN(CC2=CC=C(OC)C=C2)C2=CC3=C(OCCO3)C=C2C1=O,83.42
AB00675107-01,COC1=CC=CC(CN2C=C(C(=O)C3=CC=C(Cl)C=C3)C(=O)C3=CC(OC)=C(OC)C=C23)=C1,4.67
AB00675106-01,COC1=CC=CC(CN2C=C(C(=O)C3=CC=C(Cl)C=C3)C(=O)C3=CC=CC=C23)=C1,-1.56
AB00675105-01,COC1=CC=CC(CN2C=C(C(=O)C3=CC=C(OC)C(OC)=C3)C(=O)C3=CC4=C(OCCO4)C=C23)=C1,38.55
AB00675104-01,COC1=CC=C(C=C1)C(=O)C1=CN(CC2=CC(OC)=CC=C2)C2=CC=C(C)C=C2C1=O,2.77
AB00675103-01,COC1=CC=C(C=C1)C(=O)C1=CN(CC2=CC(OC)=CC=C2)C2=CC=CC=C2C1=O,7.65
AB00675102-01,CCC1=CC=C(C=C1)C(=O)C1=CN(CC2=CC(OC)=CC=C2)C2=CC3=C(OCCO3)C=C2C1=O,72.53
AB00675101-01,COC1=C(OC)C=C2C(=O)C(=CN(CC3=CC(C)=CC=C3)C2=C1)C(=O)C1=CC=C(Cl)C=C1,-5.84
AB00675100-01,COC1=CC=C(C=C1OC)C(=O)C1=CN(CC2=CC(C)=CC=C2)C2=CC3=C(OCCO3)C=C2C1=O,39.02
AB00675099-01,CCOC1=CC=C2N(CC3=CC(C)=CC=C3)C=C(C(=O)C3=CC=C(OC)C=C3)C(=O)C2=C1,2.92
AB00675098-01,COC1=CC=C(C=C1)C(=O)C1=CN(CC2=CC(C)=CC=C2)C2=CC=C(C)C=C2C1=O,-1.43
AB00675097-01,COC1=CC=C(C=C1)C(=O)C1=CN(CC2=CC(C)=CC=C2)C2=CC=CC=C2C1=O,59.42
AB00675096-01,COC1=C(OC)C=C2C(=O)C(=CN(CC3=CC=C(F)C=C3)C2=C1)C(=O)C1=CC=C(Cl)C=C1,-5.47
AB00675095-01,COC1=CC=C(C=C1OC)C(=O)C1=CN(CC2=CC=C(F)C=C2)C2=CC3=C(OCCO3)C=C2C1=O,11.22
AB00675094-01,COC1=C(OC)C=C2C(=O)C(=CN(CC3=CC=C(C)C=C3)C2=C1)C(=O)C1=CC=C(Cl)C=C1,-4.73
AB00675093-01,COC1=CC=C(C=C1OC)C(=O)C1=CN(CC2=CC=C(C)C=C2)C2=CC3=C(OCCO3)C=C2C1=O,5.93
AB00675092-01,COC1=CC=C(C=C1)C(=O)C1=CN(CC2=CC=C(C)C=C2)C2=CC=C(C)C=C2C1=O,74.96
AB00675091-01,COC1=C(OC)C=C2C(=O)C(=CN(CC3=CC(F)=CC=C3)C2=C1)C(=O)C1=CC=C(Cl)C=C1,-11.76
AB00675090-01,COC1=CC=C(C=C1)C(=O)C1=CN(CC2=CC(F)=CC=C2)C2=CC3=C(OCCO3)C=C2C1=O,0.7
AB00675089-01,CCOC1=CC=C2N(CC3=CC(F)=CC=C3)C=C(C(=O)C3=CC=C(OC)C=C3)C(=O)C2=C1,4.17
AB00675088-01,COC1=CC=C(C=C1)C(=O)C1=CN(CC2=CC(F)=CC=C2)C2=CC=CC=C2C1=O,-1.95
AB00675087-01,COC1=C(OC)C=C2C(=O)C(=CN(CC3=C(F)C=CC=C3)C2=C1)C(=O)C1=CC=C(Cl)C=C1,86.4
AB00675086-01,CCOC1=CC=C2N(CC3=C(F)C=CC=C3)C=C(C(=O)C3=CC=C(OC)C=C3)C(=O)C2=C1,1.55
AB00675085-01,COC1=CC=C(C=C1)C(=O)C1=CN(CC2=C(F)C=CC=C2)C2=CC=C(C)C=C2C1=O,28.06
AB00675084-01,COC1=CC=C(C=C1)C(=O)C1=CN(CC2=C(F)C=CC=C2)C2=CC=CC=C2C1=O,10.28
AB00675083-01,COC1=C(OC)C=C2C(=O)C(=CN(CC3=CC=CC=C3)C2=C1)C(=O)C1=CC=C(Cl)C=C1,0.94
AB00675082-01,COC1=CC=C(C=C1)C(=O)C1=CN(CC(=O)NC2=CC=C3OCOC3=C2)C2=CC3=C(OCCO3)C=C2C1=O,9.24
AB00675081-01,COC1=CC=C(C=C1)C(=O)C1=CN(CC(=O)NC2=CC=C3OCCOC3=C2)C2=CC3=C(OCCO3)C=C2C1=O,-2.55
AB00675080-01,COC1=CC=C(CN2C=C(C(=O)C3=CC=C(C)C(C)=C3)C(=O)C3=CC4=C(OCCO4)C=C23)C=C1,77.69
AB00675079-01,COC1=CC=C(CN2C=C(C(=O)C3=CC=C(C)C(C)=C3)C(=O)C3=CC(OC)=C(OC)C=C23)C=C1,90.12
AB00675078-01,COC1=CC=C(CN2C=C(C(=O)C3=CC=C(C)C=C3)C(=O)C3=CC(OC)=C(OC)C=C23)C=C1,92.61
AB00675077-01,COC1=CC=CC(CN2C=C(C(=O)C3=CC=C(C)C(C)=C3)C(=O)C3=CC4=C(OCCO4)C=C23)=C1,40.83
AB00675076-01,COC1=CC=CC(CN2C=C(C(=O)C3=CC=C(C)C=C3)C(=O)C3=CC(OC)=C(OC)C=C23)=C1,3.97
AB00675075-01,CC1=CC=CC(CN2C=C(C(=O)C3=CC=C(C)C(C)=C3)C(=O)C3=CC4=C(OCCO4)C=C23)=C1,-1.04
AB00675074-01,COC1=C(OC)C=C2C(=O)C(=CN(CC3=CC(C)=CC=C3)C2=C1)C(=O)C1=CC=C(C)C=C1,-2.51
AB00675073-01,COC1=C(OC)C=C2C(=O)C(=CN(CC3=CC=C(F)C=C3)C2=C1)C(=O)C1=CC=C(C)C(C)=C1,-3.88
AB00675072-01,COC1=C(OC)C=C2C(=O)C(=CN(CC3=CC=C(F)C=C3)C2=C1)C(=O)C1=CC=C(C)C=C1,3.22
AB00675071-01,COC1=CC=C(C=C1OC)C(=O)C1=CN(CC2=CC(F)=CC=C2)C2=CC3=C(OCCO3)C=C2C1=O,64.1
AB00675070-01,COC1=CC=C(C=C1OC)C(=O)C1=CN(CC2=CC(F)=CC=C2)C2=CC=CC=C2C1=O,8.52
AB00675069-01,CC1=CC=C(C=C1C)C(=O)C1=CN(CC2=CC(F)=CC=C2)C2=CC3=C(OCCO3)C=C2C1=O,3.28
AB00675068-01,COC1=CC=C(C=C1OC)C(=O)C1=CN(CC2=C(F)C=CC=C2)C2=CC3=C(OCCO3)C=C2C1=O,1.42
AB00675067-01,COC1=CC=C(C=C1OC)C(=O)C1=CN(CC2=CC=C(Cl)C=C2)C2=CC3=C(OCCO3)C=C2C1=O,15.58
AB00675066-01,COC1=CC=C(C=C1OC)C(=O)C1=CN(CC2=CC=CC=C2)C2=CC3=C(OCCO3)C=C2C1=O,1.52
AB00675065-01,CC1=CC=C(C=C1)C1=NC2=C(CC3=C(O2)C=CC(C)=C3)C(SCC(N)=O)=N1,-5.92
AB00675064-01,COC1=CC=C(CN2C=C3C(=NN=C3C3=CC4=C(OCCO4)C=C23)C2=CC=C(Cl)C=C2)C=C1,16.92
AB00675063-01,COC1=CC=C(CN2C=C3C(=NN=C3C3=CC(OC)=C(OC)C=C23)C2=CC=CC=C2)C=C1,99.97
AB00675062-01,COC1=CC=CC(CN2C=C3C(=NN=C3C3=CC(OC)=C(OC)C=C23)C2=CC=C(F)C=C2)=C1,11.54
AB00675061-01,COC1=CC=C(C=C1)C1=NN=C2C1=CN(CC1=CC(OC)=CC=C1)C1=CC(OC)=C(OC)C=C21,30.51
AB00675060-01,CCC1=CC=C(C=C1)C1=NN=C2C1=CN(CC1=CC(OC)=CC=C1)C1=CC3=C(OCO3)C=C21,-2.74
AB00675059-01,CCC1=CC=C(C=C1)C1=NN=C2C1=CN(CC1=CC(OC)=CC=C1)C1=CC(OC)=C(OC)C=C21,0.52
AB00675058-01,COC1=CC=CC(CN2C=C3C(=NN=C3C3=CC(OC)=C(OC)C=C23)C2=CC=CC=C2)=C1,1.76
AB00675057-01,COC1=C(CN2C=C3C(=NN=C3C3=CC(OC)=C(OC)C=C23)C2=CC=C(F)C=C2)C=CC=C1,96.86
AB00675056-01,COC1=CC=C(C=C1)C1=NN=C2C1=CN(CC1=C(OC)C=CC=C1)C1=CC(OC)=C(OC)C=C21,98.09
AB00675055-01,COC1=C(CN2C=C3C(=NN=C3C3=CC(OC)=C(OC)C=C23)C2=CC=CC=C2)C=CC=C1,99.9
AB00675054-01,COC1=CC=C(C=C1)C1=NN=C2C1=CN(CC1=CC(C)=CC=C1)C1=CC(OC)=C(OC)C=C21,23.07
AB00675053-01,COC1=C(OC)C=C2C3=NN=C(C3=CN(CC3=CC(C)=CC=C3)C2=C1)C1=CC=CC=C1,-2.86
AB00675052-01,CCC1=CC=C(C=C1)C1=NN=C2C1=CN(CC1=CC=C(F)C=C1)C1=CC3=C(OCO3)C=C21,8.31
AB00675051-01,COC1=CC=C(C=C1)C1=NN=C2C1=CN(CC1=CC=C(C)C=C1)C1=CC(OC)=C(OC)C=C21,99.75
AB00675050-01,COC1=C(OC)C=C2C3=NN=C(C3=CN(CC3=CC=C(C)C=C3)C2=C1)C1=CC=C(C)C(C)=C1,98.32
AB00675049-01,CCC1=CC=C(C=C1)C1=NN=C2C1=CN(CC1=CC=C(C)C=C1)C1=CC3=C(OCCO3)C=C21,98.36
AB00675048-01,COC1=C(OC)C=C2C3=NN=C(C3=CN(CC3=CC=C(C)C=C3)C2=C1)C1=CC=C(C)C=C1,18.56
AB00675047-01,COC1=C(OC)C=C2C3=NN=C(C3=CN(CC3=CC=C(C)C=C3)C2=C1)C1=CC=CC=C1,10.96
AB00675046-01,COC1=CC=C(C=C1)C1=NN=C2C1=CN(CC1=CC(F)=CC=C1)C1=CC(OC)=C(OC)C=C21,12.67
AB00675045-01,COC1=CC=C(C=C1)C1=NN=C2C1=CN(CC1=CC(F)=CC=C1)C1=CC=C(OC)C=C21,73.63
AB00675044-01,COC1=C(OC)C=C2C3=NN=C(C3=CN(CC3=CC(F)=CC=C3)C2=C1)C1=CC=C(C)C(C)=C1,47.21
AB00675043-01,CCC1=CC=C(C=C1)C1=NN=C2C1=CN(CC1=CC(F)=CC=C1)C1=CC3=C(OCCO3)C=C21,65.41
AB00675042-01,CCC1=CC=C(C=C1)C1=NN=C2C1=CN(CC1=CC(F)=CC=C1)C1=CC(OC)=C(OC)C=C21,81.34
AB00675041-01,COC1=C(OC)C=C2C3=NN=C(C3=CN(CC3=CC(F)=CC=C3)C2=C1)C1=CC=C(C)C=C1,23.34
AB00675040-01,COC1=C(OC)C=C2C3=NN=C(C3=CN(CC3=CC(F)=CC=C3)C2=C1)C1=CC=CC=C1,35.8
AB00675039-01,COC1=CC=C(C=C1)C1=NN=C2C1=CN(CC1=C(F)C=CC=C1)C1=CC(OC)=C(OC)C=C21,34.54
AB00675038-01,COC1=C(OC)C=C2C3=NN=C(C3=CN(CC3=C(F)C=CC=C3)C2=C1)C1=CC=C(C)C(C)=C1,20.1
AB00675037-01,CCC1=CC=C(C=C1)C1=NN=C2C1=CN(CC1=C(F)C=CC=C1)C1=CC3=C(OCCO3)C=C21,100.16
AB00675036-01,CCC1=CC=C(C=C1)C1=NN=C2C1=CN(CC1=C(F)C=CC=C1)C1=CC(OC)=C(OC)C=C21,99.76
AB00675035-01,COC1=C(OC)C=C2C3=NN=C(C3=CN(CC3=C(F)C=CC=C3)C2=C1)C1=CC=C(C)C=C1,79.23
AB00675034-01,COC1=C(OC)C=C2C3=NN=C(C3=CN(CC3=CC=C(Cl)C=C3)C2=C1)C1=CC=C(C)C=C1,100.33
AB00675033-01,COC1=C(OC)C=C2C3=NN=C(C3=CN(CC3=CC=C(Cl)C=C3)C2=C1)C1=CC=CC=C1,13.21
AB00675032-01,COC1=C(OC)C=C2C3=NN=C(C3=CN(CC3=CC=CC=C3)C2=C1)C1=CC=C(C)C(C)=C1,96.04
AB00675031-01,CCC1=CC=C(C=C1)C1=NN=C2C1=CN(CC1=CC=CC=C1)C1=CC3=C(OCCO3)C=C21,8.61
AB00675030-01,CCC1=CC=C(C=C1)C1=NN=C2C1=CN(CC1=CC=CC=C1)C1=CC3=C(OCO3)C=C21,45.82
AB00675029-01,CCC1=CC=C(C=C1)C1=NN=C2C1=CN(CC1=CC=CC=C1)C1=CC(OC)=C(OC)C=C21,21.2
AB00675028-01,COC1=C(OC)C=C2C3=NN=C(C3=CN(CC3=CC=CC=C3)C2=C1)C1=CC=C(C)C=C1,17.79
AB00675027-01,COC1=C(OC)C=C2C3=NN=C(C3=CN(CC3=CC=CC=C3)C2=C1)C1=CC=CC=C1,51.5
AB00675026-01,COC1=CC=C(CN2C=C(C(=O)C3=CC=C(Cl)C=C3)C(=O)C3=CC4=C(OCCO4)C=C23)C=C1,14.93
AB00675025-01,COC1=CC=C(CN2C=C(C(=O)C3=CC=C(F)C=C3)C(=O)C3=CC(OC)=C(OC)C=C23)C=C1,-0.08
AB00675024-01,COC1=CC=C(CN2C=C(C(=O)C3=CC=CC=C3)C(=O)C3=CC4=C(OCCO4)C=C23)C=C1,6.67
AB00675023-01,COC1=CC=CC(CN2C=C(C(=O)C3=CC=C(Cl)C=C3)C(=O)C3=CC4=C(OCCO4)C=C23)=C1,35.1
AB00675022-01,CCC1=CC=C(C=C1)C(=O)C1=CN(CC2=CC(OC)=CC=C2)C2=CC3=C(OCO3)C=C2C1=O,58.56
AB00675021-01,COC1=C(CN2C=C(C(=O)C3=CC=C(F)C=C3)C(=O)C3=CC(OC)=C(OC)C=C23)C=CC=C1,69.33
AB00675020-01,COC1=C(CN2C=C(C(=O)C3=CC=CC=C3)C(=O)C3=CC4=C(OCCO4)C=C23)C=CC=C1,35.96
AB00675019-01,COC1=CC=C2N(CC3=C(OC)C=CC=C3)C=C(C(=O)C3=CC=CC=C3)C(=O)C2=C1,14.36
AB00675018-01,CC1=CC=CC(CN2C=C(C(=O)C3=CC=CC=C3)C(=O)C3=CC=CC=C23)=C1,3.11
AB00675017-01,CCC1=CC=C(C=C1)C(=O)C1=CN(CC2=CC=C(F)C=C2)C2=CC(OC)=C(OC)C=C2C1=O,9.38
AB00675016-01,CC1=CC=C(CN2C=C(C(=O)C3=CC=C(Cl)C=C3)C(=O)C3=CC4=C(OCCO4)C=C23)C=C1,15.45
AB00675015-01,COC1=C(OC)C=C2C(=O)C(=CN(CC3=CC=C(C)C=C3)C2=C1)C(=O)C1=CC=C(F)C=C1,94.31
