Molecule Name,SMILES,TB SRI Kinase Phenotypic Screen SP: % Inhibition @10ug/ml (%)
AB00675379-01,CCOC1=CC=C(C=C1)S(=O)(=O)C1=CN(CC2=C(F)C=CC=C2)C2=CC=C(F)C=C2C1=O,-7.7
AB00675378-01,CCOC1=CC=C(C=C1)S(=O)(=O)C1=CN(CC2=C(Cl)C=CC=C2)C2=CC=C(F)C=C2C1=O,-6.02
AB00675377-01,CCOC1=CC=C(C=C1)S(=O)(=O)C1=CN(CC2=CC(C)=CC=C2)C2=CC=C(F)C=C2C1=O,1.88
AB00675376-01,CCOC1=CC=C(C=C1)S(=O)(=O)C1=CN(CC2=C(C)C=CC=C2)C2=CC=C(F)C=C2C1=O,-8.68
AB00675375-01,CCOC1=CC=C(C=C1)S(=O)(=O)C1=CN(CC2=CC=CC=C2)C2=CC=C(F)C=C2C1=O,-3.2
AB00675374-01,COC1=C(OC)C=C2C(=O)C(=CN(CC3=CC=C(F)C=C3)C2=C1)S(=O)(=O)C1=CC=C(C)C=C1,7.84
AB00675373-01,FC1=CC=C(C=C1)S(=O)(=O)C1=CN(CC2=C(Cl)C=CC=C2)C2=CC=C(F)C=C2C1=O,-20.33
AB00675372-01,COC1=C(OC)C=C2C(=O)C(=CN(CC3=CC=CC=C3)C2=C1)S(=O)(=O)C1=CC=C(C)C=C1,3.44
AB00675371-01,FC(F)(F)C1=CC=CC(=C1)C1=C2N=C(NCCC3=CC=C(Cl)C=C3)C3=CC=CC=C3N2N=N1,-7
AB00675370-01,FC(F)(F)C1=CC=CC(=C1)C1=C2N=C(NCCC3=CNC4=C3C=CC=C4)C3=CC=CC=C3N2N=N1,-7.64
AB00675369-01,CC1=CC=C(CN2N=NC(C(O)=O)=C2C(O)=O)C=C1,9.74
AB00675368-01,CC1=C(C)C=C(C=C1)S(=O)(=O)C1=CN=C(NC1=O)SCC(=O)NC1=CC=C2OCCOC2=C1,-16.75
AB00675367-01,CC1=C(C)C=C(C=C1)S(=O)(=O)C1=CN=C(NC1=O)SCC(=O)NC1=CC=CC(Cl)=C1,-16.59
AB00675366-01,COC1=CC=C2N(CC3=CC(F)=CC=C3)C=C(C(=O)C2=C1)S(=O)(=O)C1=CC=C(C=C1)C(C)C,5.29
AB00675365-01,CC(C)C1=CC=C(C=C1)S(=O)(=O)C1=CN(CC2=C(F)C=CC=C2)C2=CC=C(F)C=C2C1=O,-5.93
AB00675364-01,COC1=CC=C2N(CC3=C(F)C=CC=C3)C=C(C(=O)C2=C1)S(=O)(=O)C1=CC=C(C=C1)C(C)C,8.9
AB00675363-01,CC(C)C1=CC=C(C=C1)S(=O)(=O)C1=CN(CC2=C(C)C=CC=C2)C2=CC=C(F)C=C2C1=O,-3.38
AB00675362-01,CCOC1=CC=C2N(CC3=CC=CC=C3)C=C(C(=O)C2=C1)S(=O)(=O)C1=CC=C(C=C1)C(C)C,5.06
AB00675361-01,CC(CNC1=NC2=C(N=NN2C2=CC=CC=C12)C1=CC(=CC=C1)C(F)(F)F)C1=CC=CC=C1,6.69
AB00675360-01,CC(=O)NCCNC1=NC2=C(N=NN2C2=CC=CC=C12)C1=CC(=CC=C1)C(F)(F)F,-2.56
AB00675359-01,COC1=CC=C(CNC2=NC3=C(N=NN3C3=CC=CC=C23)C2=CC(=CC=C2)C(F)(F)F)C=C1,-7.48
AB00675358-01,COC1=C(CNC2=NC3=C(N=NN3C3=CC=CC=C23)C2=CC(=CC=C2)C(F)(F)F)C=CC=C1,-1.61
AB00675357-01,FC(F)(F)C1=CC=CC(=C1)C1=C2N=C(NCC3=CC=C4OCOC4=C3)C3=CC=CC=C3N2N=N1,2.49
AB00675356-01,CC1=CC=C(C=C1)C1=C2N=C(NCCC3=CNC4=C3C=CC=C4)C3=CC=CC=C3N2N=N1,-6.57
AB00675355-01,CC1=CC=C(C=C1)C1=C2N=C(NCC3=C(Cl)C=CC=C3)C3=CC=CC=C3N2N=N1,-2.96
AB00675354-01,CC1=CC(NC2=C(C(N)=C(S2)C(=O)C2=CC=CC=C2)S(=O)(=O)C2=CC=C(Cl)C=C2)=CC=C1,4.92
AB00675353-01,CC1=CC(NC(=O)CSC2=NC=C(C(=O)N2)S(=O)(=O)C2=CC(C)=C(C)C=C2)=CC(C)=C1,4.52
AB00675352-01,CC1=C(C)C=C(C=C1)S(=O)(=O)C1=CN=C(NC1=O)SCC(=O)NC1=CC=CC=C1,-24.74
AB00675351-01,COC1=CC=CC(CNC2=NC3=C(N=NN3C3=CC=CC=C23)C2=CC(C)=CC=C2)=C1,-7.95
AB00675350-01,CC1=CC=CC(=C1)C1=C2N=C(NCCC3=CC=C(Cl)C=C3)C3=CC=CC=C3N2N=N1,-5.29
AB00675349-01,COC1=CC=C(CNC2=NC3=C(N=NN3C3=CC=CC=C23)C2=CC(C)=CC=C2)C=C1,-7.22
AB00675348-01,COC1=CC=C(CCNC2=NC3=C(N=NN3C3=CC=CC=C23)C2=CC(C)=CC=C2)C=C1OC,-8.9
AB00675347-01,COC1=C(CNC2=NC3=C(N=NN3C3=CC=CC=C23)C2=CC(C)=CC=C2)C=CC=C1,-4.23
AB00675346-01,CC1=CC=C(CNC2=NC3=C(N=NN3C3=CC=CC=C23)C2=CC=C(C)C=C2)C=C1,4.03
AB00675345-01,CC1=CC=C(C=C1)C1=C2N=C(NCC3=CC=C4OCOC4=C3)C3=CC=CC=C3N2N=N1,-5.37
AB00675344-01,CC1=CC=C(NC(=O)CN2C=C(C(=O)C3=CC=CC=C23)S(=O)(=O)C2=CC=C(C=C2)C(C)(C)C)C=C1,5.41
AB00675343-01,CC(C)(C)C1=CC=C(C=C1)S(=O)(=O)C1=CN(CC(=O)NC2=CC=C(F)C=C2)C2=CC=CC=C2C1=O,52.21
AB00675342-01,CC(C)(C)C1=CC=C(C=C1)S(=O)(=O)C1=CN(CC(=O)NC2=CC=CC=C2)C2=CC=C(F)C=C2C1=O,29.55
AB00675341-01,CN1N=CC2=C1N=CN(CC(=O)NC1=CC=C(C)C(C)=C1)C2=O,-4.39
AB00675339-01,CC1=CC(NC(=O)CSC2=NC=C(C(=O)N2)S(=O)(=O)C2=CC=C(Cl)C=C2)=CC(C)=C1,-20.38
AB00675338-01,FC1=CC=C(F)C(NC(=O)CSC2=NC=C(C(=O)N2)S(=O)(=O)C2=CC=C(Cl)C=C2)=C1,-9.67
AB00675337-01,FC1=CC=C(NC(=O)CSC2=NC=C(C(=O)N2)S(=O)(=O)C2=CC=C(Cl)C=C2)C(F)=C1,-3.62
AB00675336-01,FC1=CC=CC=C1NC(=O)CSC1=NC=C(C(=O)N1)S(=O)(=O)C1=CC=C(Cl)C=C1,-11.61
AB00675335-01,ClC1=CC=C(C=C1)S(=O)(=O)C1=CN=C(NC1=O)SCC(=O)NC1=CC=C2OCCOC2=C1,-16.01
AB00675334-01,CC1=CC=C(C=C1)C1=NC2=C(CC3=C(O2)C(C)=CC=C3)C(SCC(=O)NC2=CC=CC(=C2)C(O)=O)=N1,-11.27
AB00675333-01,CC1=CC(NC(=O)CSC2=NC(=NC3=C2CC2=C(O3)C=CC3=CC=CC=C23)C2=CC=CC=C2)=CC=C1,9.36
AB00675332-01,COC1=CC=C(CN2C=C(C(=O)C3=CC(F)=CC=C23)S(=O)(=O)C2=CC=C(C=C2)C(C)C)C=C1,3.37
AB00675331-01,CCOC1=CC=C2N(CC3=CC(F)=CC=C3)C=C(C(=O)C2=C1)S(=O)(=O)C1=CC=C(C=C1)C(C)C,-0.13
AB00675330-01,CC(C)C1=CC=C(C=C1)S(=O)(=O)C1=CN(CC2=CC=CC=C2)C2=CC=C(F)C=C2C1=O,-0.14
AB00675329-01,CC1=C(SC2=C1C(=O)N1N=C(CSC1=N2)C1=CC=C(O)C(O)=C1)C(=O)NC1=CC(Cl)=CC=C1,20.51
AB00675328-01,CC1=CC=C2N=CC(=C(N3CCCCC3)C2=C1)S(=O)(=O)C1=CC=CC=C1,12.99
AB00675326-01,CCC1=CC=C(C=C1)S(=O)(=O)C1=C2N=C(NC3CCCCCC3)C3=CC=CC=C3N2N=N1,-2.25
AB00675325-01,CCC1=CC=C(C=C1)S(=O)(=O)C1=C2N=C(NCC3=CC=C(OC)C=C3)C3=CC=CC=C3N2N=N1,4.01
AB00675324-01,CCC1=CC=C(C=C1)S(=O)(=O)C1=C2N=C(NCC3=CC=C(Cl)C=C3)C3=CC=CC=C3N2N=N1,1.05
AB00675323-01,CCC1=CC=C(C=C1)S(=O)(=O)C1=C2N=C(NCC3=CC=C(F)C=C3)C3=CC=CC=C3N2N=N1,0.86
AB00675322-01,CCC1=CC=C(C=C1)S(=O)(=O)C1=C2N=C(NCC3=CC=CC=C3)C3=CC=CC=C3N2N=N1,2.26
AB00675321-01,CCC1=CC=C(C=C1)C(=O)C1=CN(CC(=O)NC2=CC=C(Cl)C=C2)C2=CC3=C(OCCO3)C=C2C1=O,13.97
AB00675320-01,CCC1=CC=C(C=C1)C(=O)C1=CN(CC(=O)NC2=CC=C(F)C=C2)C2=CC=C(F)C=C2C1=O,38.58
AB00675319-01,COC1=CC=C2N(CC(=O)NC3=C(C)C=CC(C)=C3)C=C(C(=O)C2=C1)S(=O)(=O)C1=CC=CC=C1,11.16
AB00675318-01,CC1=C(CCNC(=O)C2=CC=C(NC3=NC4CS(=O)(=O)CC4S3)C=C2)SC=C1,0.75
AB00675317-01,COC1=CC=C(C=C1)S(=O)(=O)C1=CN(CC2=CC(OC)=CC=C2)C2=CC=C(OC)C=C2C1=O,3.5
AB00675316-01,COC1=CC=C(C=C1)S(=O)(=O)C1=CN(CC2=CC=C(F)C=C2)C2=CC=C(OC)C=C2C1=O,-4.01
AB00675315-01,COC1=CC=C(C=C1)S(=O)(=O)C1=CN(CC2=CC(F)=CC=C2)C2=CC=C(F)C=C2C1=O,8.07
AB00675314-01,CCOC1=CC=C2N(CC3=CC(F)=CC=C3)C=C(C(=O)C2=C1)S(=O)(=O)C1=CC=C(OC)C=C1,8.4
AB00675312-01,CCOC1=CC=C2N(CC3=C(F)C=CC=C3)C=C(C(=O)C2=C1)S(=O)(=O)C1=CC=C(OC)C=C1,24.51
AB00675311-01,COC1=CC=C(C=C1)S(=O)(=O)C1=CN(CC2=C(F)C=CC=C2)C2=CC=C(OC)C=C2C1=O,-1.13
AB00675310-01,COC1=CC=C(C=C1)S(=O)(=O)C1=CN(CC2=CC=C(Cl)C=C2)C2=CC=C(F)C=C2C1=O,5.89
AB00675309-01,COC1=CC=C(C=C1)S(=O)(=O)C1=CN(CC2=CC=C(Cl)C=C2)C2=CC=C(OC)C=C2C1=O,0.07
AB00675308-01,COC1=CC=C(C=C1)S(=O)(=O)C1=CN(CC2=CC(Cl)=CC=C2)C2=CC(OC)=C(OC)C=C2C1=O,4.07
AB00675307-01,COC1=CC=C(C=C1)S(=O)(=O)C1=CN(CC2=CC(Cl)=CC=C2)C2=CC=C(OC)C=C2C1=O,2.28
AB00675306-01,COC1=CC=C(C=C1)S(=O)(=O)C1=CN(CC2=C(Cl)C=CC=C2)C2=CC=C(F)C=C2C1=O,6.14
AB00675305-01,COC1=CC=C(C=C1)S(=O)(=O)C1=CN(CC2=CC=C(C)C=C2)C2=CC=C(F)C=C2C1=O,-4.67
AB00675304-01,COC1=CC=C(C=C1)S(=O)(=O)C1=CN(CC2=CC(C)=CC=C2)C2=CC=C(F)C=C2C1=O,1.54
AB00675303-01,CCOC1=CC=C2N(CC3=CC(C)=CC=C3)C=C(C(=O)C2=C1)S(=O)(=O)C1=CC=C(OC)C=C1,1.49
AB00675302-01,COC1=CC=C(C=C1)S(=O)(=O)C1=CN(CC2=C(C)C=CC=C2)C2=CC=C(F)C=C2C1=O,0.11
AB00675301-01,CCOC1=CC=C2N(CC3=C(C)C=CC=C3)C=C(C(=O)C2=C1)S(=O)(=O)C1=CC=C(OC)C=C1,82.96
AB00675300-01,COC1=CC=C(C=C1)S(=O)(=O)C1=CN(CC2=CC=CC=C2)C2=CC=C(F)C=C2C1=O,8.1
AB00675298-01,COC1=CC=C(C=C1)S(=O)(=O)C1=CN(CC(=O)NC2=C(C)C=C(C)C=C2)C2=CC=C(F)C=C2C1=O,-3.32
AB00675297-01,COC1=CC=C(C=C1)S(=O)(=O)C1=CN(CC(=O)NC2=C(C)C=C(C)C=C2)C2=CC=CC=C2C1=O,-2.09
AB00675296-01,CC1=CC(C)=C(NC(=O)CN2C=C(C(=O)C3=CC(C)=CC=C23)S(=O)(=O)C2=CC=CC=C2)C=C1,-7.96
AB00675295-01,ClC1=CC=C(C=C1)C(=O)C1=CN(CC(=O)NC2=CC=C3OCOC3=C2)C2=CC3=C(OCO3)C=C2C1=O,5.42
AB00675294-01,COC1=CC=C2N(CC(=O)NC3=CC=C4OCCOC4=C3)C=C(C(=O)C3=CC=C(Cl)C=C3)C(=O)C2=C1,2.46
AB00675293-01,CCOC1=CC=C(C=C1)C1=NN=C2C1=CN(CC1=CC(OC)=CC=C1)C1=CC3=C(OCCO3)C=C21,100.25
AB00675292-01,CCOC1=CC=C(C=C1)C1=NN=C2C1=CN(CC1=CC(OC)=CC=C1)C1=CC3=C(OCO3)C=C21,4.48
AB00675291-01,CCOC1=CC=C(C=C1)C1=NN=C2C1=CN(CC1=C(OC)C=CC=C1)C1=CC3=C(OCCO3)C=C21,22.15
AB00675290-01,CCOC1=CC=C(C=C1)C1=NN=C2C1=CN(CC1=C(OC)C=CC=C1)C1=CC=CC=C21,9.11
AB00675289-01,CCOC1=CC=C(C=C1)C1=NN=C2C1=CN(CC1=CC(C)=CC=C1)C1=CC3=C(OCCO3)C=C21,11.06
AB00675288-01,CCOC1=CC=C(C=C1)C1=NN=C2C1=CN(CC1=CC(C)=CC=C1)C1=CC(OC)=C(OC)C=C21,57.5
AB00675287-01,CCOC1=CC=C(C=C1)C1=NN=C2C1=CN(CC1=CC(C)=CC=C1)C1=CC=CC=C21,83.6
AB00675286-01,CCOC1=CC=C(C=C1)C1=NN=C2C1=CN(CC1=CC=C(F)C=C1)C1=CC3=C(OCCO3)C=C21,55.05
AB00675285-01,CCOC1=CC=C(C=C1)C1=NN=C2C1=CN(CC1=CC=C(C)C=C1)C1=CC3=C(OCCO3)C=C21,99.98
AB00675284-01,CCOC1=CC=C(C=C1)C1=NN=C2C1=CN(CC1=CC(F)=CC=C1)C1=CC3=C(OCCO3)C=C21,35.99
AB00675283-01,CCOC1=CC=C(C=C1)C1=NN=C2C1=CN(CC1=CC(F)=CC=C1)C1=CC3=C(OCO3)C=C21,95.18
AB00675282-01,CCOC1=CC=C(C=C1)C1=NN=C2C1=CN(CC1=C(F)C=CC=C1)C1=CC3=C(OCCO3)C=C21,30.45
AB00675281-01,CCOC1=CC=C(C=C1)C1=NN=C2C1=CN(CC1=C(F)C=CC=C1)C1=CC=C(OC)C=C21,19.03
AB00675280-01,CCOC1=CC=C(C=C1)C1=NN=C2C1=CN(CC1=CC=C(Cl)C=C1)C1=CC3=C(OCCO3)C=C21,2.94
AB00675279-01,CCOC1=CC=C(C=C1)C1=NN=C2C1=CN(CC1=CC=CC=C1)C1=CC3=C(OCCO3)C=C21,17.91
AB00675278-01,CCOC1=CC=C(C=C1)C(=O)C1=CN(CC2=CC(OC)=CC=C2)C2=CC3=C(OCCO3)C=C2C1=O,79.39
AB00675277-01,CCOC1=CC=C(C=C1)C(=O)C1=CN(CC2=C(OC)C=CC=C2)C2=CC3=C(OCCO3)C=C2C1=O,53.89
AB00675276-01,CCOC1=CC=C(C=C1)C(=O)C1=CN(CC2=CC(C)=CC=C2)C2=CC3=C(OCCO3)C=C2C1=O,60.09
AB00675275-01,CCOC1=CC=C(C=C1)C(=O)C1=CN(CC2=CC=C(F)C=C2)C2=CC3=C(OCCO3)C=C2C1=O,94.53
AB00675274-01,CCOC1=CC=C(C=C1)C(=O)C1=CN(CC2=CC=C(C)C=C2)C2=CC3=C(OCCO3)C=C2C1=O,-0.32
AB00675273-01,CCOC1=CC=C(C=C1)C(=O)C1=CN(CC2=CC(F)=CC=C2)C2=CC3=C(OCCO3)C=C2C1=O,-12.86
AB00675272-01,CCOC1=CC=C(C=C1)C(=O)C1=CN(CC2=CC(F)=CC=C2)C2=CC=C(OC)C=C2C1=O,3.85
AB00675271-01,CCOC1=CC=C(C=C1)C(=O)C1=CN(CC2=C(F)C=CC=C2)C2=CC3=C(OCCO3)C=C2C1=O,21.14
AB00675270-01,CCOC1=CC=C(C=C1)C(=O)C1=CN(CC2=C(F)C=CC=C2)C2=CC=C(OC)C=C2C1=O,4.28
AB00675269-01,CCOC1=CC=C(C=C1)C(=O)C1=CN(CC2=CC=C(Cl)C=C2)C2=CC3=C(OCCO3)C=C2C1=O,88.32
AB00675268-01,CCOC1=CC=C(C=C1)C(=O)C1=CN(CC2=CC=CC=C2)C2=CC3=C(OCCO3)C=C2C1=O,37.53
AB00675267-01,CC1=CC=C(C=C1C)S(=O)(=O)C1=CN=C(SCC(=O)NC2=CC=CC=C2Cl)N=C1N,79.31
AB00675266-01,CC1=CC(NC(=O)CSC2=NC=C(C(N)=N2)S(=O)(=O)C2=CC=C(C)C(C)=C2)=CC=C1,42.4
AB00675265-01,COC1=C(OC)C=C2C(=O)C(=CN(CC3=CC=C(Cl)C=C3)C2=C1)C(=O)C1=CC=C(Cl)C=C1,-5.59
AB00675264-01,CC1=CC=C(CNC2=NC3=C(N=NN3C3=CC=CC=C23)S(=O)(=O)C2=C(C)C=C(C)C=C2)C=C1,-3.75
AB00675263-01,COC1=CC=C(CNC2=NC3=C(N=NN3C3=CC=CC=C23)S(=O)(=O)C2=C(C)C=C(C)C=C2)C=C1,-4.39
AB00675262-01,CC1=CC(C)=C(C=C1)S(=O)(=O)C1=C2N=C(NCC3=CC=C(Cl)C=C3)C3=CC=CC=C3N2N=N1,-0.82
AB00675261-01,CC1=CC(C)=C(C=C1)S(=O)(=O)C1=C2N=C(NCC3=C(Cl)C=CC=C3)C3=CC=CC=C3N2N=N1,7.69
AB00675260-01,CC1=CC(C)=C(C=C1)S(=O)(=O)C1=C2N=C(NCC3=CC=C(F)C=C3)C3=CC=CC=C3N2N=N1,-0.66
AB00675259-01,COC1=CC=C(CNC2=NC3=C(N=NN3C3=CC=CC=C23)S(=O)(=O)C2=CC=C(F)C=C2)C=C1,3.99
AB00675258-01,ClC1=CC=C(C=C1)S(=O)(=O)C1=C2N=C(N3CCOCC3)C3=CC=CC=C3N2N=N1,3.26
AB00675257-01,CC(NC1=NC2=C(N=NN2C2=CC=CC=C12)S(=O)(=O)C1=CC=C(Cl)C=C1)C1=CC=CC=C1,1.72
AB00675256-01,FC1=CC=C(CNC2=NC3=C(N=NN3C3=CC=CC=C23)S(=O)(=O)C2=CC=C(Cl)C=C2)C=C1,-7.01
AB00675255-01,ClC1=CC=C(C=C1)S(=O)(=O)C1=C2N=C(NCC3=CC=CC=C3)C3=CC=CC=C3N2N=N1,-3.81
AB00675254-01,CC1=CC=C(C)C(=C1)S(=O)(=O)C1=CN=C(NC1=O)SCC(=O)NC1=CC=C(F)C=C1,-4.5
AB00675253-01,CC1=CC=C(NC(=O)CSC2=NC=C(C(=O)N2)S(=O)(=O)C2=CC=C(Cl)C=C2)C=C1C,-4.64
AB00675252-01,COC1=CC=C(C=C1)C1=NC2=C(CC3=C(O2)C=CC=C3)C(SCC(=O)N(C)C2=CC=CC=C2)=N1,2.46
AB00675251-01,COC1=CC=C(C=C1)C1=NC2=C(CC3=C(O2)C=CC=C3)C(SCC(=O)NC2=CC=CC(OC)=C2)=N1,0.52
AB00675250-01,COC1=CC=C(C=C1)C1=NC2=C(CC3=C(O2)C=CC=C3)C(SCC(=O)NC2=C(C)C=CC=C2C)=N1,12.8
AB00675249-01,COC1=CC=C(C=C1)C1=NC2=C(CC3=C(O2)C=CC=C3)C(SCC(N)=O)=N1,1.69
AB00675248-01,COC1=CC=C(C=C1)S(=O)(=O)C1=CN(CC(=O)NC2=C(C)C=CC(C)=C2)C2=CC=CC=C2C1=O,-1.46
AB00675247-01,COC1=CC=C(C=C1)S(=O)(=O)C1=CN(CC(=O)NC2=C(C)C=CC=C2)C2=CC=C(F)C=C2C1=O,5.42
AB00675246-01,COC1=CC=C(C=C1)S(=O)(=O)C1=CN(CC(=O)NC2=C(C)C=CC=C2)C2=CC=CC=C2C1=O,10.25
AB00675245-01,COC1=CC=C(C=C1)S(=O)(=O)C1=CN(CC(=O)NC2=CC=CC(C)=C2)C2=CC=CC=C2C1=O,8.85
AB00675244-01,COC1=CC=C(C=C1)S(=O)(=O)C1=CN(CC(=O)NC2=CC=CC(Cl)=C2)C2=CC=CC=C2C1=O,1.12
AB00675243-01,COC1=CC=C(C=C1)S(=O)(=O)C1=CN(CC(=O)NC2=CC=C(F)C=C2)C2=CC=C(F)C=C2C1=O,5.13
AB00675242-01,COC1=CC=C(C=C1)S(=O)(=O)C1=CN(CC(=O)NC2=CC=C(F)C=C2)C2=CC=CC=C2C1=O,2.26
AB00675241-01,COC1=CC=C(C=C1)S(=O)(=O)C1=CN(CC(=O)NC2=CC=C(Cl)C=C2)C2=CC=C(C)C=C2C1=O,5.28
AB00675240-01,COC1=CC=C(C=C1)S(=O)(=O)C1=CN(CC(=O)NC2=CC=CC=C2)C2=CC=C(Cl)C=C2C1=O,4.63
AB00675239-01,COC1=CC=C(C=C1)C(=O)C1=CN(CC(=O)NC2=CC=C3OCCOC3=C2)C2=CC=C(F)C=C2C1=O,13.51
AB00675238-01,CCOC1=CC=C(C=C1)C(=O)C1=CN(CC2=CC=C(OC)C=C2)C2=CC=CC=C2C1=O,19.15
AB00675237-01,CCOC1=CC=C(C=C1)C(=O)C1=CN(CC2=CC(OC)=CC=C2)C2=CC3=C(OCO3)C=C2C1=O,2.28
AB00675236-01,CCOC1=CC=C(C=C1)C(=O)C1=CN(CC2=C(OC)C=CC=C2)C2=CC=CC=C2C1=O,2.64
AB00675235-01,CCOC1=CC=C(C=C1)C(=O)C1=CN(CC2=CC(C)=CC=C2)C2=CC=CC=C2C1=O,-3.95
AB00675234-01,CC1=CC=C(C)C(=C1)S(=O)(=O)C1=CN=C(NC1=O)SCC(=O)NC1=CC=C(F)C=C1F,-12.44
AB00675233-01,CC1=CC=C(NC(=O)CSC2=NC=C(C(=O)N2)S(=O)(=O)C2=CC=CC=C2)C=C1C,-14.82
AB00675232-01,CCOC1=CC=C2N(CC3=CC=C(F)C=C3)C=C(C(=O)C2=C1)S(=O)(=O)C1=CC=C(C)C=C1,-6.5
AB00675231-01,ClC1=CC=CC(=C1)C1=C2N=C(NCC3=CC=C4OCOC4=C3)C3=CC=CC=C3N2N=N1,12.04
AB00675230-01,CC1=CC=C(C=C1)S(=O)(=O)C1=CN(CC(=O)NC2=C(C)C=CC(C)=C2)C2=CC=CC=C2C1=O,9.47
AB00675229-01,CC1=C(C)C=C(C=C1)S(=O)(=O)C1=CN(CC(=O)NC2=C(C)C=CC=C2)C2=CC=CC=C2C1=O,-2.6
AB00675228-01,FC1=C(CN2C3=C(SC=C3)C(=O)N(CC(=O)NCC3=C(Cl)C=CC=C3)C2=O)C=CC=C1,0.19
AB00675227-01,ClC1=C(CNC(=O)CN2C(=O)N(CC3=C(C=CC=C3)C#N)C3=C(SC=C3)C2=O)C=CC=C1,-1.42
AB00675226-01,ClC1=CC=C(CCNC2=NC3=C(N=NN3C3=CC=CC=C23)C2=CC=CC(Cl)=C2)C=C1,-1.87
AB00675225-01,CCOC1=CC=C2N(CC3=C(C)C=CC(C)=C3)C=C(C(=O)C2=C1)S(=O)(=O)C1=CC=C(F)C=C1,11.18
AB00675224-01,CCOC1=CC=C2N(CC3=CC=C(OC)C=C3)C=C(C(=O)C2=C1)S(=O)(=O)C1=CC=C(F)C=C1,5.77
AB00675223-01,COC1=CC=CC(CN2C=C(C(=O)C3=CC(OC)=C(OC)C=C23)S(=O)(=O)C2=CC=C(F)C=C2)=C1,-2.3
AB00675222-01,COC1=CC=C2N(CC3=CC=C(F)C=C3)C=C(C(=O)C2=C1)S(=O)(=O)C1=CC=C(F)C=C1,12.25
AB00675221-01,FC1=CC=C(C=C1)S(=O)(=O)C1=CN(CC2=CC(F)=CC=C2)C2=CC=C(F)C=C2C1=O,-1.3
AB00675220-01,COC1=C(OC)C=C2C(=O)C(=CN(CC3=CC(F)=CC=C3)C2=C1)S(=O)(=O)C1=CC=C(F)C=C1,-3.33
AB00675219-01,FC1=CC=C(C=C1)S(=O)(=O)C1=CN(CC2=C(F)C=CC=C2)C2=CC=C(F)C=C2C1=O,-4.19
AB00675218-01,CC1=CC=CC(CN2C=C(C(=O)C3=CC4=C(OCO4)C=C23)S(=O)(=O)C2=CC=C(Cl)C=C2)=C1,-1.15
AB00675217-01,CC1=C(CN2C=C(C(=O)C3=CC4=C(OCO4)C=C23)S(=O)(=O)C2=CC=C(F)C=C2)C=CC=C1,2.75
AB00675216-01,CC1=C(NC(=O)CN2C=C(C(=O)C3=CC4=C(OCO4)C=C23)S(=O)(=O)C2=CC=C(F)C=C2)C=CC=C1,13.74
AB00675215-01,CC1=CC(NC(=O)CN2C=C(C(=O)C3=CC4=C(OCO4)C=C23)S(=O)(=O)C2=CC=C(F)C=C2)=CC=C1,5.41
AB00675214-01,CCOC1=CC=C2N(CC3=CC=C(OC)C=C3)C=C3C(=NN=C3C2=C1)C1=CC=C(OC)C=C1,20.07
AB00675213-01,CCC1=CC=C(C=C1)C1=NN=C2C1=CN(CC1=CC=C(OC)C=C1)C1=CC3=C(OCCO3)C=C21,100.28
AB00675212-01,COC1=CC=C(C=C1)C1=NN=C2C1=CN(CC1=CC(OC)=CC=C1)C1=CC=C(C)C=C21,99.85
AB00675211-01,CCC1=CC=C(C=C1)C1=NN=C2C1=CN(CC1=CC(OC)=CC=C1)C1=CC3=C(OCCO3)C=C21,100.33
AB00675210-01,COC1=C(CN2C=C3C(=NN=C3C3=CC=CC=C23)C2=CC=C(Cl)C=C2)C=CC=C1,100.24
AB00675209-01,COC1=CC=C(C=C1)C1=NN=C2C1=CN(CC1=C(OC)C=CC=C1)C1=CC=CC=C21,34.23
AB00675208-01,COC1=C(CN2C=C3C(=NN=C3C3=CC4=C(OCCO4)C=C23)C2=CC=C(C)C(C)=C2)C=CC=C1,26.43
AB00675207-01,COC1=C(CN2C=C3C(=NN=C3C3=CC(OC)=C(OC)C=C23)C2=CC=C(C)C(C)=C2)C=CC=C1,14.71
AB00675206-01,CCOC1=CC=C2N(CC3=CC(C)=CC=C3)C=C3C(=NN=C3C2=C1)C1=CC=C(OC)C=C1,100.18
AB00675205-01,COC1=CC=C(C=C1)C1=NN=C2C1=CN(CC1=CC(F)=CC=C1)C1=CC3=C(OCCO3)C=C21,1.93
AB00675204-01,CCOC1=CC=C2N(CC3=CC(F)=CC=C3)C=C3C(=NN=C3C2=C1)C1=CC=C(OC)C=C1,-3.82
AB00675203-01,CCOC1=CC=C2N(CC3=C(F)C=CC=C3)C=C3C(=NN=C3C2=C1)C1=CC=C(OC)C=C1,99.87
AB00675202-01,COC1=C(CN2C=C(C(=O)C3=CC=C(Cl)C=C3)C(=O)C3=CC=CC=C23)C=CC=C1,8.85
AB00675201-01,COC1=CC=C(C=C1)C(=O)C1=CN(CC2=C(OC)C=CC=C2)C2=CC3=C(OCCO3)C=C2C1=O,3.53
AB00675200-01,COC1=CC=C(C=C1)C(=O)C1=CN(CC2=C(OC)C=CC=C2)C2=CC=C(C)C=C2C1=O,12.75
AB00675198-01,COC1=C(CN2C=C(C(=O)C3=CC=C(C)C(C)=C3)C(=O)C3=CC4=C(OCCO4)C=C23)C=CC=C1,38.32
AB00675197-01,COC1=C(CN2C=C(C(=O)C3=CC=C(C)C(C)=C3)C(=O)C3=CC(OC)=C(OC)C=C23)C=CC=C1,13.1
