mol,Cmpd Name,AUC,apol,ast_fraglike,ast_fraglike_ext,ast_violation,ast_violation_ext,a_acc,a_acid,a_aro,a_base,a_count,a_don,a_donacc,a_heavy,a_hyd,a_IC,a_ICM,a_nB,a_nBr,a_nC,a_nCl,a_nF,a_nH,a_nI,a_nN,a_nO,a_nP,a_nS,balabanJ,BCUT_PEOE_0,BCUT_PEOE_1,BCUT_PEOE_2,BCUT_PEOE_3,BCUT_SLOGP_0,BCUT_SLOGP_1,BCUT_SLOGP_2,BCUT_SLOGP_3,BCUT_SMR_0,BCUT_SMR_1,BCUT_SMR_2,BCUT_SMR_3,bpol,b_1rotN,b_1rotR,b_ar,b_count,b_double,b_heavy,b_max1len,b_rotN,b_rotR,b_single,b_triple,chi0,chi0v,chi0v_C,chi0_C,chi1,chi1v,chi1v_C,chi1_C,chiral,chiral_u,density,diameter,FCharge,GCUT_PEOE_0,GCUT_PEOE_1,GCUT_PEOE_2,GCUT_PEOE_3,GCUT_SLOGP_0,GCUT_SLOGP_1,GCUT_SLOGP_2,GCUT_SLOGP_3,GCUT_SMR_0,GCUT_SMR_1,GCUT_SMR_2,GCUT_SMR_3,h_ema,h_emd,h_emd_C,h_logD,h_logP,h_logS,h_log_dbo,h_log_pbo,h_mr,h_pavgQ,h_pKa,h_pKb,h_pstates,h_pstrain,Kier1,Kier2,Kier3,KierA1,KierA2,KierA3,KierFlex,lip_acc,lip_don,lip_druglike,lip_violation,logP(o/w),logS,mr,mutagenic,nmol,opr_brigid,opr_leadlike,opr_nring,opr_nrot,opr_violation,PC+,PC-,PEOE_PC+,PEOE_PC-,PEOE_RPC+,PEOE_RPC-,PEOE_VSA+0,PEOE_VSA+1,PEOE_VSA+2,PEOE_VSA+3,PEOE_VSA+4,PEOE_VSA+5,PEOE_VSA+6,PEOE_VSA-0,PEOE_VSA-1,PEOE_VSA-2,PEOE_VSA-3,PEOE_VSA-4,PEOE_VSA-5,PEOE_VSA-6,PEOE_VSA_FHYD,PEOE_VSA_FNEG,PEOE_VSA_FPNEG,PEOE_VSA_FPOL,PEOE_VSA_FPOS,PEOE_VSA_FPPOS,PEOE_VSA_HYD,PEOE_VSA_NEG,PEOE_VSA_PNEG,PEOE_VSA_POL,PEOE_VSA_POS,PEOE_VSA_PPOS,petitjean,petitjeanSC,Q_PC+,Q_PC-,Q_RPC+,Q_RPC-,Q_VSA_FHYD,Q_VSA_FNEG,Q_VSA_FPNEG,Q_VSA_FPOL,Q_VSA_FPOS,Q_VSA_FPPOS,Q_VSA_HYD,Q_VSA_NEG,Q_VSA_PNEG,Q_VSA_POL,Q_VSA_POS,Q_VSA_PPOS,radius,reactive,rings,RPC+,RPC-,rsynth,SlogP,SlogP_VSA0,SlogP_VSA1,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,SMR,SMR_VSA0,SMR_VSA1,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,TPSA,VAdjEq,VAdjMa,VDistEq,VDistMa,vdw_area,vdw_vol,vsa_acc,vsa_acid,vsa_base,vsa_don,vsa_hyd,vsa_other,vsa_pol,Weight,weinerPath,weinerPol,zagreb
O=[N+]([O-])c1oc(C(=O)NNC(=O)c2cc3c(cc(OC)cc3)cc2)cc1,JSF-2904,3242,46.70031,0,0,1,2,3,0,15,0,39,2,5,26,14,68.273438,1.7506011,0,0,17,0,0,13,0,3,6,0,0,1.3987343,-2.2971094,-0.59473634,0.64816725,2.3290002,-2.6405585,-0.53520304,0.69747865,2.4107456,-1.9762264,-0.41045502,0.82448143,2.5998716,21.215691,5,0.17857143,16,41,3,28,1,7,0.25,22,0,18.681435,13.515506,9.6188021,11.275657,12.473565,7.4043756,4.6367512,6.5824828,0,0,0.88812476,16,0,-0.85025263,-0.47752246,0.11495797,2.4157109,-1.2870736,-0.36332637,0.1812589,2.5208793,-0.4947356,-0.22239669,0.23889129,2.7102823,7.729897,12.172095,5.2281127,3.2872107,3.2872107,-4.8835535,0,11.510867,9.3085356,0,14,14,1,0,20.727041,9.4674559,5.2992001,14.009017,6.2893748,3.4770076,3.3887675,9,2,1,0,2.632,-6.3647199,9.0515327,1,1,16,1,3,5,1,0,0,2.0461292,-2.0461292,0.22146739,0.17428795,99.268044,26.475554,15.808495,35.658428,0,12.949531,34.357582,4.0280342,9.4210396,9.4210396,0,0,29.637598,36.434803,0.6382969,0.28374425,0.21078406,0.36170313,0.71625572,0.15091906,200.08064,88.942513,66.072403,113.37952,224.51764,47.307114,0.5,1,0,0,0,0,1,0,0,0,1,0,313.46014,0,0,0,313.46014,0,8,1,3,0,0,0.15384616,2.4244001,46.776344,17.603184,0,50.935009,56.358829,44.891212,0,146.2914,0,10.263422,9.0794802,64.317398,10.999887,86.711464,13.877824,10.165922,141.14548,10.517568,35.383869,126.39,0.41210872,5.8073549,3.728442,9.0632572,313.46014,385.30847,29.637598,0,0,18.842079,181.23856,83.74192,48.479675,355.306,1945,39,134
O=[N+]([O-])c1oc(C(=O)NNC(=O)c2ccc(COc3ccc(OCC)cc3)cc2)cc1,JSF-2718,2653,58.543068,0,0,3,4,4,0,17,0,50,2,6,31,18,84.837151,1.696743,0,0,21,0,0,19,0,3,7,0,0,1.2653416,-2.3946359,-0.62692893,0.66519845,2.3538597,-2.6408148,-0.53807992,0.7563895,2.4684384,-2.1491349,-0.43900403,0.82516015,2.6213331,29.690933,9,0.27272728,17,52,3,33,2,11,0.33333334,32,0,22.216969,16.492668,12.187716,14.104083,14.956729,9.2549286,6.114078,8.3645048,0,0,0.86420441,21,0,-0.85026073,-0.43797708,0.083872803,2.4408381,-1.2870741,-0.33720511,0.16445385,2.5428302,-0.513529,-0.21605732,0.19305076,2.7111886,8.7526131,13.936504,6.9714651,3.9294486,3.9294486,-5.6694727,0,12.524089,11.27239,0,14,14,1,0,25.619835,13.032024,8.0658436,18.012691,9.0461731,5.5466161,5.25632,10,2,1,0,3.421,-6.6323299,11.06514,1,1,17,1,3,9,1,0,0,2.3777878,-2.3777878,0.19057669,0.14997792,126.46796,34.934074,37.86697,22.058474,0,12.949531,34.357582,35.645023,9.4210396,9.4210396,0,0,29.637598,38.93856,0.70415139,0.31417906,0.17507413,0.29584864,0.68582094,0.1207745,275.81458,123.06326,68.576157,115.88327,268.63458,47.307114,0.47619048,0.90909094,0,0,0,0,1,0,0,0,1,0,391.69785,0,0,0,391.69785,0,11,1,3,0,0,0.41935483,3.5067,57.776234,17.603184,0,71.861267,59.544403,9.5073462,0,176.43184,0,69.759125,10.88848,64.317398,21.999775,86.711464,22.306828,5.0199933,197.35811,31.443827,33.326015,135.62,0.36097246,6.044394,4.1290278,9.5508718,391.69785,470.07977,32.141354,0,0,18.842079,256.9725,83.74192,50.983433,425.397,3557,43,154
S(=O)(=O)(Nc1cc2c(C)c(C(=O)OCC)[nH]c2cc1)CCCC,JSF-2948,26,51.137447,0,0,2,3,3,0,9,0,45,2,5,23,15,75.025894,1.6672421,0,0,16,0,0,22,0,2,4,0,1,1.9036093,-2.5857391,-0.37246656,0.41571179,2.6421566,-2.6342237,-0.39423132,0.52574539,2.6610124,-2.3448892,-0.13471195,0.65061444,2.9228902,34.720554,7,0.29166666,10,46,1,24,5,8,0.33333334,35,0,17.03517,14.418216,10.560478,11.413849,10.87534,9.327569,5.4022474,6.4578905,0,0,0.85555732,14,0,-0.84134483,-0.38778332,0.007252493,2.5788832,-0.94658726,-0.31012425,0.066861778,2.66992,-0.5266816,-0.14229815,0.15821838,2.8813686,5.9253173,13.681334,7.4059262,2.5915272,2.2347617,-3.7006838,1.3785748,5.9980965,9.0920296,-0.23215379,7.5194983,14,1.7192115,0.15748635,19.326389,8.3927336,4.9886622,16.420776,7.0750608,4.1804342,5.0512176,6,2,1,0,3.1760001,-3.5792899,9.0697956,0,1,10,1,2,6,0,0,0,1.3943356,-1.3943356,0.30297586,0.21294904,141.06458,6.6995511,22.508045,22.058474,0,0,32.493057,31.616989,0,8.0752068,0,37.6991,16.070677,0,0.72897673,0.29364178,0.16893558,0.2710233,0.70635819,0.10208771,232.02284,93.461975,53.769775,86.262833,224.8237,32.493057,0.5,1,0,0,0,0,1,0,0,0,1,0,318.28568,0,0,0,318.28568,0,7,0,2,0,0,0.47826087,3.1948199,0,72.322151,34.426159,38.159824,29.804539,0,0,57.646656,37.736813,102.73479,9.13097,83.033791,0,16.78553,5.9423227,23.878847,90.666367,45.905289,106.61879,88.260002,0.43892586,5.5849624,3.4523346,8.7324867,318.28568,369.64444,45.583443,0,0,13.757783,231.62659,27.317863,59.341228,338.42801,1280,34,116
S(=O)(=O)(Nc1cc2c(C)c(C(=O)OCC)[nH]c2cc1)CCCCC,JSF-2959,140,54.231033,0,0,2,3,3,0,9,0,48,2,5,24,16,78.552231,1.6365048,0,0,17,0,0,24,0,2,4,0,1,1.8701073,-2.6223946,-0.3724665,0.4157106,2.6594348,-2.6398146,-0.39423132,0.52571744,2.7133887,-2.3844225,-0.13471194,0.65058333,2.9328094,36.906967,8,0.31999999,10,49,1,25,6,9,0.36000001,38,0,17.742277,15.125322,11.267585,12.120955,11.37534,9.827569,5.9022474,6.9578905,0,0,0.84566396,15,0,-0.84134507,-0.38776672,0.007252142,2.608355,-0.94658697,-0.30355746,0.066860691,2.6985805,-0.5298546,-0.14223981,0.1582059,2.9047289,5.9250498,13.737905,7.4622588,3.1042347,2.7473612,-4.0334034,1.3785568,5.9980965,9.5464153,-0.23251891,7.5186095,14,1.7199619,0.15776989,20.313601,9.087347,5.4970255,17.383816,7.7211165,4.646524,5.5926027,6,2,1,0,3.618,-4.0945101,9.5410404,0,1,10,1,2,7,0,0,0,1.3943356,-1.3943356,0.30297586,0.21294904,156.87308,6.6995511,22.508045,22.058474,0,0,32.493057,31.616989,0,8.0752068,0,37.6991,16.070677,0,0.74180084,0.2797474,0.16094197,0.25819916,0.72025263,0.097257175,247.83134,93.461975,53.769775,86.262833,240.6322,32.493057,0.46666667,0.875,0,0,0,0,1,0,0,0,1,0,334.09418,0,0,0,334.09418,0,8,0,2,0,0,0.45833334,3.5849199,0,72.322151,34.426159,38.159824,29.804539,0,0,57.646656,56.605217,102.73479,9.5926704,83.033791,0,16.78553,5.9423227,23.878847,109.53477,45.905289,106.61879,88.260002,0.42571631,5.643856,3.5466189,8.849926,334.09418,388.17191,45.583443,0,0,13.757783,247.43507,27.317863,59.341228,352.45499,1474,35,120
S(=O)(=O)(Nc1cc2c(C)c(C(=O)N)[nH]c2cc1)CCCC,JSF-2985,7884,45.915066,0,0,1,3,3,0,9,0,40,3,6,21,13,69.35376,1.7338439,0,0,14,0,0,19,0,3,3,0,1,1.9060912,-2.5857394,-0.5903554,0.59804147,2.6421547,-2.6342242,-0.46779263,0.69370931,2.6610091,-2.3448892,-0.36404499,0.8032853,2.9228919,28.864933,6,0.27272728,10,41,1,22,5,6,0.27272728,30,0,15.620955,12.880211,8.8533716,9.7067423,9.8373356,8.416338,4.6951408,5.7507834,0,0,0.87478638,12,0,-0.84284604,-0.40344438,0.044939607,2.5470016,-1.3703426,-0.33469418,0.10701185,2.6365802,-0.52667749,-0.17998707,0.2249953,2.8552704,5.4751287,16.122046,5.3433795,1.4809951,1.1267602,-2.868777,1.3786316,6.0511656,8.3422174,-0.22307959,7.5419168,14,1.7002548,0.15048233,17.355371,7.0507812,4.260355,14.121306,5.6737251,3.3992107,3.8152575,6,4,1,0,1.837,-3.1224699,8.2270288,0,1,10,1,2,5,0,0,0,1.203451,-1.203451,0.3510322,0.21768764,111.65613,6.6995511,22.508045,0,0,0,30.734087,31.616989,0,25.817696,0,37.6991,13.566921,0,0.70745438,0.38780335,0.18289794,0.29254565,0.61219662,0.1096477,198.29842,108.70071,51.266022,82.000107,171.59781,30.734087,0.5,1,0,0,0,0,1,0,0,0,1,0,280.29852,0,0,0,280.29852,0,6,0,2,0,0,0.42857143,2.1170199,32.897186,69.835472,23.426271,17.233564,29.804539,0,0,57.646656,37.736813,69.408775,8.3871098,72.033905,0,16.78553,5.9423227,56.776035,90.666367,22.492348,73.29277,105.05,0.46827638,5.4594316,3.3014781,8.4714003,280.29852,331.78159,45.583443,0,0,31.500273,180.15967,23.05514,77.083717,309.38998,976,31,108
S(=O)(=O)(Nc1cc2c(C)c(C#N)[nH]c2cc1)CCCC,JSF-3005,21511,43.77948,1,0,0,2,3,0,9,0,37,2,5,20,13,63.205051,1.7082446,0,0,14,0,0,17,0,3,2,0,1,1.8818253,-2.5857365,-0.57835972,0.59748495,2.6421483,-2.6342232,-0.45500261,0.70076096,2.6610067,-2.3448892,-0.32962197,0.81732601,2.9228461,27.04052,5,0.23809524,10,38,0,21,5,6,0.2857143,27,1,14.750712,12.341826,8.8533716,9.8364992,9.4646568,8.1471453,4.6951408,5.8256984,0,0,0.84458917,12,0,-0.8383522,-0.40344438,0.052485351,2.5085821,-0.94657654,-0.33468428,0.10701694,2.6098115,-0.52667677,-0.17936519,0.25126931,2.8163505,5.2727089,11.789868,5.4450192,2.4337981,2.0901303,-3.5413346,1.378638,6.1108894,8.000309,-0.22171938,7.5453324,14,1.6973624,0.1494395,16.371881,6.8400002,4.0233746,13.152384,5.4270363,3.1632967,3.5689232,5,2,1,0,2.5539999,-3.2212801,7.998745,0,1,10,1,2,5,0,0,0,1.0242355,-1.0242355,0.41245398,0.23681888,111.65613,6.6995511,42.807552,0,0,0,17.784555,31.616989,0,8.0752068,17.742489,37.6991,0,0,0.79756516,0.34710026,0.137547,0.20243482,0.65289974,0.064887822,218.59792,95.133781,37.6991,55.483654,178.94778,17.784555,0.5,1,0,0,0,0,1,0,0,0,1,0,274.08157,0,0,0,274.08157,0,6,0,2,0,0,0.64999998,2.8898039,0,64.576683,23.426271,64.894669,5.9423227,0,0,57.646656,37.736813,69.408775,8.0068197,48.171688,31.059357,16.78553,22.544069,23.878847,90.666367,17.233564,73.29277,85.75,0.48464775,5.3923173,3.2550545,8.3290453,274.08157,324.70105,49.759014,0,0,13.757783,180.15967,30.405115,63.516796,291.375,856,29,102
FC(F)(F)c1cc2c([nH]c(C(=O)NNC(=O)c3oc([N+](=O)[O-])cc3)c2)cc1,JSF-4035,4854,42.482136,0,0,2,3,2,0,14,0,36,3,5,27,15,74.620087,2.0727801,0,0,15,0,3,9,0,4,5,0,0,1.4276706,-2.262882,-0.5938133,0.67200214,2.363343,-2.6415353,-0.53525615,0.72211689,2.4751768,-1.9629731,-0.4174107,0.85552269,2.6161914,19.195864,4,0.13793103,15,38,3,29,2,7,0.24137931,20,0,19.76722,13.08645,7.9641018,9.3614426,12.646886,7.198266,3.9760678,5.5546613,0,0,1.0133265,15,0,-0.85178185,-0.48561409,0.14285308,2.4128211,-1.2871001,-0.34113923,0.26019999,2.4864576,-0.49473587,-0.22766258,0.28265011,2.6870348,7.7215881,13.201794,3.3014114,3.1218641,3.1218641,-4.8330593,0,10.663115,8.7280951,0,14,14,1,0,21.702734,8.7885342,5.3314347,14.737123,5.8709373,3.5182946,3.2044713,9,3,1,0,2.5537601,-5.9358301,8.3858681,1,1,15,1,3,4,1,0,0,2.4534094,-2.4534094,0.18470253,0.14535515,65.44252,24.716585,22.508045,0,0,0,56.352615,4.0280342,9.4210396,9.4210396,35.725906,5.6825762,29.637598,33.931049,0.57690197,0.43065494,0.23327355,0.423098,0.56934506,0.18982445,171.26317,127.84724,69.251221,125.60384,169.01976,56.352615,0.46666667,0.875,0,0,0,0,1,0,0,0,1,0,296.867,0,0,0,296.867,0,8,1,3,0,0,0.51851851,3.0741999,35.776459,17.603184,16.78553,50.935009,59.115578,9.5073462,7.7595162,110.57621,0,49.900333,8.3712502,64.317398,44.880341,111.25651,11.391144,9.7370949,105.85911,10.517568,0,132.95,0.40063059,5.8579812,3.727365,9.1764669,296.867,368.2742,27.133842,0,0,24.524654,161.4666,83.74192,51.658497,382.254,2130,40,144
Clc1c2sc(C(=O)NNC(=O)c3oc([N+](=O)[O-])cc3)cc2cc(Cl)c1,JSF-4061,43466,43.877552,0,0,2,3,2,0,14,0,32,2,4,25,14,68.681015,2.1462817,0,0,14,2,0,7,0,3,5,0,1,1.4351281,-2.261256,-0.60724092,0.68015712,2.3261573,-2.6379313,-0.44428721,0.90774381,2.423732,-1.9341313,-0.37366399,0.96671981,2.6085253,15.860449,4,0.14814815,15,34,3,27,1,6,0.22222222,16,0,18.137465,14.367738,7.3867512,8.7316866,11.846245,8.1566248,3.6427345,5.0993195,0,0,1.0365998,14,0,-0.85080409,-0.48482758,0.12323368,2.3101814,-1.2870518,-0.30624187,0.28822109,2.4421122,-0.49473497,-0.2110561,0.3942523,2.6293964,7.3887239,9.1889668,2.2028,4.7676983,4.7676983,-6.3726978,0,11.090901,9.3391981,0,14,14,1,0,19.753086,8.3471403,4.6464,16.473869,6.9056993,3.8209257,4.5505433,8,2,1,0,3.6370001,-7.5583901,9.2064342,1,1,15,1,3,4,0,0,0,1.9516748,-1.9516748,0.23218568,0.1827229,40.321339,20.328241,15.808495,19.760618,0,12.949531,34.357582,26.22967,68.58493,9.4210396,0,0,29.637598,33.931049,0.64386433,0.53899157,0.20418407,0.3561357,0.46100846,0.15195163,200.45433,167.80429,63.568645,110.87576,143.5258,47.307114,0.5,1,0,0,0,0,1,0,0,0,1,0,311.33008,0,0,0,311.33008,0,7,1,3,0,0,0.12,3.7841001,35.776459,17.603184,0,50.935009,54.531654,9.5073462,7.0012131,91.534676,0,114.59497,9.2139797,64.317398,0,86.711464,13.808435,8.3387489,88.215919,10.517568,109.57497,117.16,0.42433795,5.7548876,3.6042774,8.9586229,311.33008,379.26114,27.133842,0,0,18.842079,181.61226,83.74192,45.975922,400.198,1693,37,132
Clc1c(C(=O)NNC(=O)c2oc([N+](=O)[O-])cc2)[nH]c2c1cc(C(F)(F)F)cc2,JSF-4066,60456,43.995342,0,0,2,3,2,0,14,0,36,3,5,28,16,79.149414,2.1985948,0,0,15,1,3,8,0,4,5,0,0,1.4846544,-2.260736,-0.59428722,0.6714139,2.3669765,-2.6410973,-0.51478815,0.7246303,2.4818552,-1.9623212,-0.4096376,0.86011362,2.6245377,18.522655,4,0.13333334,15,38,3,30,2,7,0.23333333,20,0,20.637465,14.142993,7.8867512,9.2316866,13.074406,7.6878629,3.8987174,5.4048314,0,0,1.0554109,15,0,-0.85106218,-0.48667824,0.13914859,2.4186883,-1.2870939,-0.31584764,0.2632874,2.5082619,-0.49473578,-0.21809252,0.2902641,2.6991816,8.0200052,12.79834,3.0684774,3.840277,3.840277,-5.5374331,0,10.854589,9.1584301,0,14,14,1,0,22.68,9.0133333,5.2016006,16.537548,6.4894071,3.7113323,3.8328173,9,3,1,0,3.1047599,-6.6701198,8.8788624,1,1,15,1,3,4,1,0,0,2.5329266,-2.5329266,0.17890409,0.14079195,49.634022,29.236332,15.808495,6.6995511,0,0,56.352615,4.0280342,39.002987,9.4210396,35.725906,5.6825762,29.637598,33.931049,0.60146034,0.49952117,0.2197334,0.39853963,0.50047886,0.17880625,189.55637,157.42918,69.251221,125.60384,157.73102,56.352615,0.46666667,0.875,0,0,0,0,1,0,0,0,1,0,315.16022,0,0,0,315.16022,0,8,1,3,0,0,0.53571427,3.7276001,35.776459,17.603184,16.78553,50.935009,59.115578,9.5073462,11.260122,92.933022,0,89.048981,8.8722496,64.317398,44.880341,111.25651,14.89175,9.7370949,88.215919,10.517568,39.148643,132.95,0.38983503,5.9068904,3.7153897,9.2900267,315.16022,387.18097,27.133842,0,0,24.524654,179.7598,83.74192,51.658497,416.69897,2282,44,150
O=C(Nc1scc(-c2ncccc2)n1)Cc1c(C)cccc1,JSF-3204,1166,46.923897,0,0,2,3,3,0,17,0,37,1,4,22,16,59.904659,1.6190449,0,0,17,0,0,15,0,3,1,0,1,1.3970333,-2.3766778,-0.53112423,0.59352028,2.3847592,-2.4221754,-0.4402315,0.69160289,2.4384277,-2.0866764,-0.40231514,0.7279985,2.6792786,22.936106,4,0.16666667,17,39,1,24,2,5,0.20833333,21,0,15.363597,12.930679,9.9032593,11.53517,10.720346,7.8144298,4.8618073,6.6935067,0,0,0.80479419,13,0,-0.80428374,-0.34758487,0.067010567,2.3728938,-1.0012778,-0.25412458,0.14104049,2.4816158,-0.47899675,-0.18430839,0.18520485,2.6801999,6.2364264,7.5718656,4.5436668,3.7757707,3.8196869,-5.0813918,0,9.9165688,9.0150375,0.099869646,14,7.9548721,1.383749,0.062725879,16.84375,8.203125,4.75,12.283417,5.8846555,3.3670084,3.2856216,4,1,1,0,3.0685301,-4.4674702,9.0791988,0,1,17,1,3,4,0,0,0,1.0511545,-1.0511545,0.24796559,0.25667828,76.833931,33.698608,28.975119,0,19.760618,12.949531,0,85.435616,0,0,0,17.047728,13.566921,0,0.78032672,0.40257758,0.10620201,0.21967329,0.59742242,0.11347128,224.94327,116.05026,30.614649,63.324799,172.2178,32.710148,0.46153846,0.85714287,0,0,0,0,1,0,0,0,1,0,288.26807,0,0,0,288.26807,0,7,0,3,0,0,0.36363637,3.69469,0,56.840595,23.862217,0,6.37115,18.868406,0,162.04616,0,65.104446,8.8857698,23.862217,33.57106,0,6.37115,24.024992,175.40106,5.2587838,64.603706,54.880001,0.46637034,5.5849624,3.47931,8.5874271,288.26807,365.64999,24.932074,0,0,5.6825762,231.53726,26.116156,30.614649,309.39301,1202,29,112
Clc1cc2c([nH]c(C(=O)N3CCN(Cc4oc([N+](=O)[O-])cc4)CC3)c2)cc1,JSF-3546,6144,52.803482,0,0,2,3,2,0,14,0,44,1,3,27,17,79.669472,1.8106698,0,0,18,1,0,17,0,4,4,0,0,1.2043614,-2.7379811,-0.55953974,0.6263805,2.6677198,-2.8566413,-0.36134094,0.83793795,2.5825763,-2.4619524,-0.34814027,0.91759741,2.9324479,27.754519,5,0.16666667,15,47,2,30,2,5,0.16666667,30,0,18.965891,15.108163,10.499636,11.819627,12.991203,8.902441,4.8296213,6.3409014,0,0,0.89491272,16,0,-0.8463105,-0.443391,0.080469809,2.6747961,-0.96559483,-0.28792128,0.25050882,2.6877615,-0.5133754,-0.17012732,0.3198072,2.9279504,7.2908163,8.9028025,6.2060819,3.7634673,3.7721789,-5.4043374,0,9.5145369,10.041066,0.019888507,14,8.6926737,1.102527,0.011976321,20.280001,8.7885342,4.7755103,15.834581,6.7923908,3.6629272,3.983506,8,1,1,0,2.408,-5.2698202,9.9469652,1,1,21,1,4,6,0,0,0,2.1675086,-2.1675086,0.20886248,0.16452795,65.44252,67.626808,63.107059,20.299505,0,21.408051,12.949531,4.0280342,29.581947,0,0,5.6825762,16.070677,33.931049,0.73527038,0.26253161,0.16371584,0.26472959,0.73746842,0.10101376,250.08586,89.294281,55.684299,90.041885,250.83347,34.357582,0.5,1,0,0,0,0,1,0,0,0,1,0,340.12775,0,0,0,340.12775,0,8,1,4,0,0,0.55555558,3.5469,0,18.593027,16.78553,124.69332,32.067783,9.5073462,3.5006065,110.57621,0,62.608215,10.00566,40.455177,6.2486277,67.720535,11.706175,9.7370949,124.29868,79.017097,39.148643,98.300003,0.41024774,5.9068904,3.7650297,9.165143,340.12775,415.31982,13.566921,0,0,5.6825762,250.08586,70.792389,19.249496,388.811,2148,40,146
FC(F)(F)Oc1cc2c([nH]c(C(=O)N3CCN(Cc4oc([N+](=O)[O-])cc4)CC3)c2)cc1,JSF-3638,26110,54.85648,0,0,2,3,3,0,14,0,48,1,4,31,20,93.516182,1.9482538,0,0,19,0,3,17,0,4,5,0,0,1.1972585,-2.7379811,-0.55792201,0.54104781,2.667727,-2.8566413,-0.43357074,0.690207,2.5826316,-2.4619524,-0.35795608,0.76896197,2.9324522,32.85952,6,0.17647059,15,51,2,34,2,7,0.20588236,34,0,22.172998,16.016411,10.999636,12.319627,14.675655,9.310689,4.8296213,6.3409014,0,0,0.94896114,18,0,-0.8463009,-0.43105364,0.019439047,2.6966059,-0.96560031,-0.30232689,0.25647557,2.7146668,-0.51339269,-0.19768828,0.22381845,2.9471095,8.4679308,9.4956656,6.7121325,4.0423388,4.050941,-5.6862402,0,9.4777632,10.38648,0.019640783,14,8.698226,1.1014613,0.011825658,24.134949,10.092,6.3208814,18.212807,7.5392456,4.6872301,4.4293814,9,1,1,0,3.2147601,-5.7248602,10.206773,1,1,21,1,4,7,1,0,0,2.7696304,-2.7696304,0.19110815,0.12875934,65.44252,63.107059,71.565575,20.299505,0,21.408051,28.245012,4.0280342,0,35.725906,0,5.6825762,18.574432,33.931049,0.70696121,0.26613972,0.15811555,0.29303879,0.73386031,0.13492323,260.16861,97.942001,58.188057,107.84112,270.06772,49.653065,0.5,1,0,0,0,0,1,0,0,0,1,0,368.00974,0,0,0,368.00974,0,9,1,4,0,0,0.61290324,3.7921,10.999887,28.410397,16.78553,124.69332,32.067783,9.5073462,0,110.57621,0,73.583336,10.17296,40.455177,62.128857,77.537903,13.448997,9.7370949,124.29868,79.017097,0,107.53,0.36875206,6.0874629,3.9577825,9.5638781,368.00974,443.8812,16.070677,0,0,5.6825762,275.46408,70.792389,21.753254,438.362,3214,45,168
Clc1c(C(=O)N2CCN(Cc3oc([N+](=O)[O-])cc3)CC2)[nH]c2c1cc(OC(F)(F)F)cc2,JSF-3639,13374,56.369686,0,0,2,3,3,0,14,0,48,1,4,32,21,99.003052,2.0625634,0,0,19,1,3,16,0,4,5,0,0,1.2380276,-2.7378058,-0.55788165,0.54005295,2.6680651,-2.8565629,-0.43353379,0.70304078,2.583123,-2.4619119,-0.35670668,0.77526444,2.9326828,32.186314,6,0.17142858,15,51,2,35,2,7,0.2,34,0,23.043242,17.072954,10.922285,12.18987,15.103175,9.8002853,4.7522707,6.1910715,0,0,0.9867996,18,0,-0.84483945,-0.43172744,0.013162848,2.6995957,-0.96558875,-0.2887117,0.26019999,2.7276685,-0.51334953,-0.19755425,0.22386007,2.9538555,8.7734957,9.175334,6.4693007,4.7352443,4.7446713,-6.3778205,0,9.6701336,10.816936,0.021505015,14,8.6580191,1.1094229,0.012960394,25.103674,10.318048,6.177515,20.051739,8.1783495,4.8698955,5.1246915,9,1,1,0,3.7657599,-6.4591498,10.714705,1,1,21,0,4,7,2,0,0,2.8491495,-2.8491495,0.18577437,0.12516569,49.634022,67.626808,71.565575,20.299505,0,21.408051,28.245012,4.0280342,29.581947,35.725906,0,5.6825762,18.574432,33.931049,0.72083795,0.33011386,0.15062806,0.27916208,0.66988617,0.128534,278.46179,127.52395,58.188057,107.84112,258.77896,49.653065,0.5,1,0,0,0,0,1,0,0,0,1,0,386.30292,0,0,0,386.30292,0,9,1,4,0,0,0.625,4.4454999,10.999887,28.410397,16.78553,124.69332,32.067783,9.5073462,3.5006065,92.933022,0,112.73199,10.67396,40.455177,62.128857,77.537903,16.949604,9.7370949,106.6555,79.017097,39.148643,107.53,0.3597711,6.129283,3.9465709,9.6621857,386.30292,462.78796,16.070677,0,0,5.6825762,293.75729,70.792389,21.753254,472.80698,3410,49,174
