mol,Cmpd Name,AUC,apol,ast_fraglike,ast_fraglike_ext,ast_violation,ast_violation_ext,a_acc,a_acid,a_aro,a_base,a_count,a_don,a_donacc,a_heavy,a_hyd,a_IC,a_ICM,a_nB,a_nBr,a_nC,a_nCl,a_nF,a_nH,a_nI,a_nN,a_nO,a_nP,a_nS,balabanJ,BCUT_PEOE_0,BCUT_PEOE_1,BCUT_PEOE_2,BCUT_PEOE_3,BCUT_SLOGP_0,BCUT_SLOGP_1,BCUT_SLOGP_2,BCUT_SLOGP_3,BCUT_SMR_0,BCUT_SMR_1,BCUT_SMR_2,BCUT_SMR_3,bpol,b_1rotN,b_1rotR,b_ar,b_count,b_double,b_heavy,b_max1len,b_rotN,b_rotR,b_single,b_triple,chi0,chi0v,chi0v_C,chi0_C,chi1,chi1v,chi1v_C,chi1_C,chiral,chiral_u,density,diameter,FCharge,GCUT_PEOE_0,GCUT_PEOE_1,GCUT_PEOE_2,GCUT_PEOE_3,GCUT_SLOGP_0,GCUT_SLOGP_1,GCUT_SLOGP_2,GCUT_SLOGP_3,GCUT_SMR_0,GCUT_SMR_1,GCUT_SMR_2,GCUT_SMR_3,h_ema,h_emd,h_emd_C,h_logD,h_logP,h_logS,h_log_dbo,h_log_pbo,h_mr,h_pavgQ,h_pKa,h_pKb,h_pstates,h_pstrain,Kier1,Kier2,Kier3,KierA1,KierA2,KierA3,KierFlex,lip_acc,lip_don,lip_druglike,lip_violation,logP(o/w),logS,mr,mutagenic,nmol,opr_brigid,opr_leadlike,opr_nring,opr_nrot,opr_violation,PC+,PC-,PEOE_PC+,PEOE_PC-,PEOE_RPC+,PEOE_RPC-,PEOE_VSA+0,PEOE_VSA+1,PEOE_VSA+2,PEOE_VSA+3,PEOE_VSA+4,PEOE_VSA+5,PEOE_VSA+6,PEOE_VSA-0,PEOE_VSA-1,PEOE_VSA-2,PEOE_VSA-3,PEOE_VSA-4,PEOE_VSA-5,PEOE_VSA-6,PEOE_VSA_FHYD,PEOE_VSA_FNEG,PEOE_VSA_FPNEG,PEOE_VSA_FPOL,PEOE_VSA_FPOS,PEOE_VSA_FPPOS,PEOE_VSA_HYD,PEOE_VSA_NEG,PEOE_VSA_PNEG,PEOE_VSA_POL,PEOE_VSA_POS,PEOE_VSA_PPOS,petitjean,petitjeanSC,Q_PC+,Q_PC-,Q_RPC+,Q_RPC-,Q_VSA_FHYD,Q_VSA_FNEG,Q_VSA_FPNEG,Q_VSA_FPOL,Q_VSA_FPOS,Q_VSA_FPPOS,Q_VSA_HYD,Q_VSA_NEG,Q_VSA_PNEG,Q_VSA_POL,Q_VSA_POS,Q_VSA_PPOS,radius,reactive,rings,RPC+,RPC-,rsynth,SlogP,SlogP_VSA0,SlogP_VSA1,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,SMR,SMR_VSA0,SMR_VSA1,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,TPSA,VAdjEq,VAdjMa,VDistEq,VDistMa,vdw_area,vdw_vol,vsa_acc,vsa_acid,vsa_base,vsa_don,vsa_hyd,vsa_other,vsa_pol,Weight,weinerPath,weinerPol,zagreb
Clc1ccc(CCC(=O)C2C(=O)C(CCC)(CCC)C(=O)C(CCC)C2=O)cc1,JSF-2622,37243,68.298584,0,0,3,4,4,0,6,0,60,0,4,29,21,82.79425,1.3799042,0,0,24,1,0,31,0,0,4,0,0,2.177815,-2.7296562,-0.52861482,0.43114725,2.8150876,-2.778882,-0.4025169,0.38729069,2.8046145,-2.4974911,-0.26198772,0.64457458,3.0485263,38.141418,10,0.33333334,6,61,4,30,6,10,0.33333334,51,0,21.604084,18.387842,15.620955,16.604084,13.816934,11.091969,9.7085247,10.930182,2,2,0.80123556,13,0,-0.78791124,-0.39133522,-0.003307839,3.019551,-0.87751615,-0.2803629,-0.008546118,3.0278528,-0.53299177,-0.21116626,0.15420131,3.2452586,6.3345232,7.6485929,7.6485929,6.6352391,6.6319356,-6.6558495,0,6.0483732,11.483745,-0.007073016,9.1473131,14,1.0455608,0.004231666,25.262222,11.571428,5.6266351,21.399815,9.7411518,4.7148857,7.1882367,4,0,1,1,5.2329998,-6.7273102,11.760855,0,1,12,0,2,12,2,0,0,1.2906214,-1.2906214,0.1338544,0.22874208,230.5018,20.328241,2.2085397,36.042618,0,0,0,33.825527,29.581947,0,0,0,54.267685,0,0.8665843,0.28930134,0.1334157,0.1334157,0.71069866,0,352.48868,117.67516,54.267685,54.267685,289.08121,0,0.46153846,0.85714287,0,0,0,0,1,0,0,0,1,0,406.75635,0,0,0,406.75635,0,7,1,2,0,0,0.55172414,5.1816702,0,22.750444,95.448868,0,12.007167,18.868406,3.5006065,70.572739,132.07884,139.12669,11.3938,95.448868,0,8.8215923,6.6861815,0,221.51997,22.750444,139.12669,68.279999,0.37091795,5.9068904,3.4721019,9.4462652,406.75635,483.89389,54.267685,0,0,0,318.6546,33.834076,54.267685,418.961,2194,52,144
O=C(Nc1scc(-c2ncccc2)n1)Cc1cc(C)ccc1,JSF-2458,524,46.923897,0,0,2,3,3,0,17,0,37,1,4,22,16,59.904659,1.6190449,0,0,17,0,0,15,0,3,1,0,1,1.3801616,-2.3600385,-0.57342207,0.64271402,2.3700788,-2.4163148,-0.48025563,0.74609667,2.4241009,-2.0671549,-0.4075354,0.79029745,2.6662772,22.936106,4,0.16666667,17,39,1,24,2,5,0.20833333,21,0,15.363597,12.930679,9.9032593,11.53517,10.70351,7.8084469,4.8558245,6.6766701,0,0,0.80479419,13,0,-0.80416071,-0.36722234,0.070087835,2.3584671,-1.0012584,-0.25412565,0.15187812,2.4694219,-0.48017603,-0.20000345,0.18531531,2.6670544,6.2364273,7.5523849,4.5241876,3.7810535,3.8249698,-5.0828214,0,9.9165688,9.0150375,0.099869646,14,7.9548721,1.383749,0.062725879,16.84375,8.203125,4.9967127,12.283417,5.8846555,3.5418892,3.2856216,4,1,1,0,3.1075301,-4.4674702,9.0754604,0,1,17,1,3,4,0,0,0,1.0517716,-1.0517716,0.24782975,0.25652754,76.833931,33.698608,28.975119,0,19.760618,12.949531,0,85.435616,0,0,0,17.047728,13.566921,0,0.78032672,0.40257758,0.10620201,0.21967329,0.59742242,0.11347128,224.94327,116.05026,30.614649,63.324799,172.2178,32.710148,0.46153846,0.85714287,0,0,0,0,1,0,0,0,1,0,288.26807,0,0,0,288.26807,0,7,0,3,0,0,0.36363637,3.69469,0,56.840595,23.862217,0,6.37115,18.868406,0,162.04616,0,65.104446,8.8857698,23.862217,33.57106,0,6.37115,24.024992,175.40106,5.2587838,64.603706,54.880001,0.46637034,5.5849624,3.5055661,8.5837317,288.26807,365.64999,24.932074,0,0,5.6825762,231.53726,26.116156,30.614649,309.39301,1217,28,112
O=C(Nc1scc(-c2ncccc2)n1)Cc1ccc(C)cc1,JSF-2459,406,46.923897,0,0,2,3,3,0,17,0,37,1,4,22,16,59.904659,1.6190449,0,0,17,0,0,15,0,3,1,0,1,1.3648472,-2.3552973,-0.57832599,0.69791698,2.3666556,-2.4153197,-0.53807992,0.80591482,2.4198611,-2.0616801,-0.40755379,0.85431087,2.6631138,22.936106,4,0.16666667,17,39,1,24,2,5,0.20833333,21,0,15.363597,12.930679,9.9032593,11.53517,10.70351,7.8084469,4.8558245,6.6766701,0,0,0.80479419,14,0,-0.80415827,-0.38912892,0.079628393,2.3507233,-1.0012591,-0.26386139,0.16445385,2.4626572,-0.47941035,-0.21605732,0.19305076,2.6600604,6.2364388,7.5536838,4.5255041,3.7806971,3.8246133,-5.2735806,0,9.9165688,9.0150375,0.099869244,14,7.954874,1.3837477,0.062725611,16.84375,8.203125,4.9967127,12.283417,5.8846555,3.5418892,3.2856216,4,1,1,0,3.0705299,-4.4674702,9.0754604,0,1,17,1,3,4,0,0,0,1.0517912,-1.0517912,0.24782526,0.25652277,76.833931,33.698608,28.975119,0,19.760618,12.949531,0,85.435616,0,0,0,17.047728,13.566921,0,0.78032672,0.40257758,0.10620201,0.21967329,0.59742242,0.11347128,224.94327,116.05026,30.614649,63.324799,172.2178,32.710148,0.5,1,0,0,0,0,1,0,0,0,1,0,288.26807,0,0,0,288.26807,0,7,0,3,0,0,0.36363637,3.69469,0,56.840595,23.862217,0,6.37115,18.868406,0,162.04616,0,65.104446,8.8857698,23.862217,33.57106,0,6.37115,24.024992,175.40106,5.2587838,64.603706,54.880001,0.46637034,5.5849624,3.5429995,8.5780811,288.26807,365.64999,24.932074,0,0,5.6825762,231.53726,26.116156,30.614649,309.39301,1232,28,112
S(=O)(=O)(Nc1cc2c(C)c(C#N)[nH]c2cc1)CCCC(F)(F)F,JSF-3504,4826,43.450104,0,0,2,4,3,0,9,0,37,2,5,23,16,74.634064,2.0171368,0,0,14,0,3,14,0,3,2,0,1,1.8186407,-2.549588,-0.57835966,0.59748536,2.6875811,-2.6403334,-0.45500261,0.70080078,2.6398275,-2.3422911,-0.32962197,0.81732607,2.9235766,27.369898,5,0.20833333,10,38,0,24,6,7,0.29166666,27,1,17.250711,12.975719,8.3533716,9.3364992,10.611104,8.3605385,4.3415871,5.4721451,0,0,0.9657492,13,0,-0.8383522,-0.40344438,0.052494723,2.5203488,-0.94658881,-0.33553678,0.26019999,2.6104157,-0.52248919,-0.17934063,0.25126955,2.8167934,6.1872835,13.752149,7.3876309,2.3523636,1.9759887,-3.6183794,1.377152,6.1108732,8.1208019,-0.25207651,7.4723248,14,1.7587528,0.17315878,19.326389,7.4861112,5.5,15.604136,5.9816184,4.3600349,4.0581737,5,2,1,0,2.8037601,-3.66361,8.1181831,0,1,10,1,2,5,0,0,0,1.5343674,-1.5343674,0.27551997,0.15808359,66.439186,6.6995511,58.616047,0,0,0,26.830059,31.616989,0,8.0752068,53.468395,37.6991,0,0,0.77705866,0.4521063,0.13024637,0.22294135,0.5478937,0.09269499,224.91537,130.8597,37.6991,64.52916,158.58484,26.830059,0.46153846,0.85714287,0,0,0,0,1,0,0,0,1,0,289.44452,0,0,0,289.44452,0,7,0,2,0,0,0.56521738,3.432204,0,72.336205,23.426271,64.894669,5.9423227,0,0,57.646656,37.736813,80.963104,8.04492,48.171688,75.939697,24.545046,22.544069,23.878847,90.666367,17.233564,39.966759,85.75,0.43892586,5.5849624,3.4820573,8.724514,289.44452,342.98035,49.759014,0,0,13.757783,195.52261,30.405115,63.516796,345.345,1318,32,120
O=[N+]([O-])c1oc(/C=N/Nc2nc(Nc3ccc(N4CCCCCC4)cc3)nc(N3CCOCC3)n2)cc1,JSF-3194,14,74.684998,0,0,3,4,5,0,17,0,66,2,7,37,19,111.48014,1.689093,0,0,24,0,0,29,0,9,4,0,0,1.0931476,-2.6493165,-0.63455755,0.65910476,2.6714327,-2.7822008,-0.57985127,0.77096748,2.7628207,-2.3835292,-0.42478436,0.86914682,2.9454091,46.031002,8,0.19512194,17,70,2,41,0,8,0.19512194,51,0,25.451172,20.376007,14.612519,16.062267,18.136164,12.380651,6.5207257,7.857738,0,0,0.84754026,19,0,-0.83920395,-0.46248162,0.091806993,2.7350039,-0.9864552,-0.34786773,0.18596561,2.8160834,-0.53036267,-0.21621799,0.24879856,3.0064273,14.307883,13.35106,8.1342201,2.7422745,2.7428346,-5.9740863,0,12.05464,13.853979,-0.000709226,10.148907,13.055204,1.0134768,0.00098785,28.525877,14.578512,8.4930611,21.011148,10.640452,6.1581445,6.0423813,13,2,0,2,4.5279999,-7.4530501,13.434542,1,1,31,0,5,13,4,0,0,2.7036614,-2.7036614,0.16756789,0.13190101,133.16751,63.107059,56.407505,64.416458,47.044724,8.458519,12.949531,13.449074,0,5.6825762,26.468767,0,2.503756,36.434803,0.77155167,0.17983562,0.082832091,0.22844832,0.82016438,0.14561623,362.69894,84.538979,38.93856,107.39133,385.5513,68.452774,0.47368422,0.89999998,0,0,0,0,1,0,0,0,1,0,470.09027,0,0,0,470.09027,0,10,1,5,0,0,0.7027027,3.7794001,6.2486277,93.341187,28.214245,166.54584,5.4488211,26.170353,0,105.85911,75.473625,16.230766,13.98438,27.59285,67.019592,57.183636,5.4488211,52.129745,181.33273,115.61083,17.214357,149.75999,0.32703882,6.3575521,4.0338926,10.120358,470.09027,564.36609,28.972525,0,0,15.103616,300.82706,125.18708,44.076141,507.55499,5057,56,192
O=[N+]([O-])c1oc(/C=N/Nc2nc(N(CC)C3CCCCCC3)nc(N3CCOCC3)n2)cc1,JSF-3170,456,68.971786,0,0,3,4,5,0,11,0,63,1,6,33,16,105.12325,1.6686231,0,0,21,0,0,30,0,8,4,0,0,1.3450147,-2.6969004,-0.585217,0.63669652,2.7365491,-2.7830648,-0.46980178,0.7149328,2.8466082,-2.4265971,-0.39524162,0.84264749,2.9990637,46.464211,8,0.22222222,11,66,2,36,3,8,0.22222222,53,0,23.045395,18.851065,13.587576,14.363597,16.135361,11.524858,6.2229619,6.7483482,0,0,0.84913552,15,0,-0.81266171,-0.44259378,0.098073766,2.8785307,-0.98787481,-0.34506416,0.16859555,2.9288669,-0.53222501,-0.20828544,0.23080482,3.1223745,14.183175,11.260056,8.3427973,2.4246383,2.4251039,-5.1342125,0,8.5505953,12.367723,-0.000515009,10.287962,13.017101,1.011097,0.000794347,26.074074,13.347222,7.4921956,20.336559,10.324321,5.7604775,6.3624597,12,1,1,1,4.4920001,-7.1903801,12.037825,1,1,25,0,4,13,3,0,0,2.5448205,-2.5448205,0.17802703,0.14013392,124.25941,42.807552,56.407505,64.416458,47.044724,8.458519,12.949531,13.449074,0,0,26.468767,0,2.503756,36.434803,0.75323689,0.18119574,0.089472771,0.24676311,0.81880426,0.15729034,327.80878,78.8564,38.93856,107.39133,356.34369,68.452774,0.46666667,0.875,0,0,0,0,1,0,0,0,1,0,435.2001,0,0,0,435.2001,0,8,1,4,0,0,0.36363637,3.2045,6.2486277,75.330437,32.196213,148.10626,5.4488211,26.170353,0,35.286369,113.21043,44.043285,12.39481,27.59285,67.019592,57.183636,9.4307899,28.605501,148.4968,97.171249,50.540371,137.73,0.3512581,6.1699252,3.7402935,9.8114014,435.2001,504.37531,28.972525,0,0,9.4210396,271.61945,125.18708,38.393562,458.52298,3409,51,168
S(=O)(=O)(Nc1cc2c(C)c(C#N)[nH]c2cc1)CCCCF,JSF-3503,29830,43.669689,0,0,1,3,3,0,9,0,37,2,5,21,14,68.691917,1.8565383,0,0,14,0,1,16,0,3,2,0,1,1.8399897,-2.5712934,-0.57835972,0.59748507,2.6545472,-2.6426532,-0.45500261,0.7007798,2.6303813,-2.3422408,-0.32962197,0.81732601,2.923604,27.150312,6,0.27272728,10,38,0,22,6,7,0.31818181,27,1,15.457819,12.426897,8.5604782,9.5436058,9.9646568,8.2073002,4.4880338,5.6185918,0,0,0.8864637,13,0,-0.8383522,-0.40344438,0.052488178,2.5120602,-0.94660634,-0.34154779,0.13884512,2.6061916,-0.52233589,-0.1793399,0.2512694,2.8167765,5.7288027,13.434806,7.0834007,1.9139644,1.559527,-3.2144835,1.3781425,6.1108842,8.0404739,-0.23154201,7.5209904,14,1.717952,0.15701152,17.355371,7.5130072,4.4875345,13.968181,5.9764829,3.5378277,3.9752662,5,2,1,0,2.1559999,-2.90431,8.0996904,0,1,10,1,2,6,0,0,0,1.2585841,-1.2585841,0.33573031,0.19272316,82.247681,6.6995511,42.807552,22.6208,0,0,17.784555,31.616989,0,8.0752068,17.742489,49.607735,0,0,0.75862581,0.38338625,0.1776765,0.24137419,0.61661375,0.063697681,211.81027,107.04242,49.607735,67.392288,172.16014,17.784555,0.46153846,0.85714287,0,0,0,0,1,0,0,0,1,0,279.20255,0,0,0,279.20255,0,7,0,2,0,0,0.61904764,2.8394041,0,64.576683,23.426271,89.698517,5.9423227,0,0,57.646656,37.736813,51.042877,8.0369196,48.171688,46.01947,16.78553,22.544069,23.878847,90.666367,42.037415,39.966759,85.75,0.46827638,5.4594316,3.3702645,8.4630318,279.20255,330.79416,49.759014,0,0,13.757783,185.28065,30.405115,63.516796,309.36499,1008,30,106
O=[N+]([O-])c1oc(/C=N/Nc2nc(N(C(C)C)C3CCCCC3)nc(N3CCOCC3)n2)cc1,JSF-3192,66,68.971786,0,0,3,4,5,0,11,0,63,1,6,33,16,105.12325,1.6686231,0,0,21,0,0,30,0,8,4,0,0,1.3648002,-2.8090272,-0.57798022,0.63276106,2.7491262,-2.7903986,-0.46079502,0.70494694,2.8443756,-2.5456583,-0.39412069,0.81513333,3.0137112,46.464211,8,0.22222222,11,66,2,36,3,8,0.22222222,53,0,23.208532,19.0142,13.750712,14.526733,16.008039,11.414423,6.1705561,6.6959419,0,0,0.84913552,15,0,-0.81274968,-0.42257321,0.097088382,2.8819094,-0.98795021,-0.34868711,0.16051865,2.923507,-0.52920926,-0.20821853,0.22073959,3.1277072,14.193908,11.226588,8.3094149,2.1768491,2.1773148,-5.0485435,0,8.5505991,12.367724,-0.000514401,10.288474,13.017111,1.0110878,0.00079361,26.074074,12.807997,7.2562356,20.336559,9.9072199,5.5790567,6.1054173,12,1,1,1,4.5120001,-7.0023699,12.006135,1,1,24,0,4,12,3,0,0,2.5461528,-2.5461528,0.1779339,0.1400606,137.85938,29.207598,56.407505,64.416458,47.044724,8.458519,12.949531,13.449074,0,0,26.468767,0,2.503756,36.434803,0.75323689,0.18119574,0.089472771,0.24676311,0.81880426,0.15729034,327.80878,78.8564,38.93856,107.39133,356.34369,68.452774,0.46666667,0.875,0,0,0,0,1,0,0,0,1,0,435.2001,0,0,0,435.2001,0,8,1,4,0,0,0.66666669,3.2028999,6.2486277,75.330437,36.178181,129.66669,5.4488211,26.170353,0,35.286369,94.342026,77.369301,12.39261,27.59285,67.019592,57.183636,13.412758,28.605501,129.6284,78.731674,83.866386,137.73,0.3512581,6.1699252,3.7166052,9.8139849,435.2001,504.37531,28.972525,0,0,9.4210396,271.61945,125.18708,38.393562,458.52298,3365,49,170
O=[N+]([O-])c1oc(C(=O)NCCNC(=O)c2ccc(COc3ccc(OCC)cc3)cc2)cc1,JSF-3391,48,64.73024,0,0,3,4,4,0,17,0,56,2,6,33,20,92.721657,1.6557438,0,0,23,0,0,23,0,3,7,0,0,1.2113875,-2.5129645,-0.60109323,0.65777224,2.4749806,-2.7527359,-0.53620845,0.75628424,2.4687877,-2.2367668,-0.41880271,0.81707311,2.7370481,35.383762,11,0.31428573,17,58,3,35,3,13,0.37142858,38,0,23.631182,17.906881,13.60193,15.518297,15.956729,10.212035,6.614078,8.8645048,0,0,0.84707105,23,0,-0.8346535,-0.42793864,0.083871469,2.497869,-1.1625701,-0.3374491,0.16445385,2.5731475,-0.51352984,-0.21605732,0.19035152,2.7621889,8.791028,13.974124,9.4225187,4.391768,4.391768,-5.9923029,0,12.403309,12.164945,0,14,14,1,0,27.585306,14.533081,9.1836739,19.846693,10.340307,6.481349,6.2188148,10,2,1,0,3.023,-6.5204101,12.023162,1,1,17,0,3,11,3,0,0,2.6408474,-2.6408474,0.17159271,0.13503836,126.46796,34.934074,37.86697,62.657486,0,12.949531,34.357582,35.645023,0,0,0,11.365152,29.637598,38.93856,0.70046502,0.27208313,0.18817693,0.29953498,0.7279169,0.11135803,297.5715,115.58633,79.941307,127.24842,309.23361,47.307114,0.47826087,0.91666669,0,0,0,0,1,0,0,0,1,0,424.81995,0,0,0,424.81995,0,12,1,3,0,0,0.45454547,3.5917001,58.021278,17.603184,0,108.74043,59.544403,9.5073462,0,176.43184,0,69.759125,11.86188,64.317398,21.999775,86.956512,22.306828,5.0199933,197.35811,68.322983,33.326015,135.62,0.3442024,6.129283,4.2700567,9.7260609,424.81995,507.94675,32.141354,0,0,11.365152,297.5715,83.74192,43.506508,453.45099,4429,45,162
O=[N+]([O-])c1oc(C(=O)N2CCN(C(=O)c3ccc(COc4ccc(OCC)cc4)cc3)CCC2)cc1,JSF-3411,4,72.677414,0,0,3,4,4,0,17,0,63,0,4,36,23,101.56887,1.6122043,0,0,26,0,0,27,0,3,7,0,0,1.1380194,-2.5711467,-0.61756808,0.62391353,2.65921,-2.7006152,-0.53807992,0.74632823,2.5784168,-2.3108265,-0.4200131,0.85420889,2.9228036,42.396587,10,0.25641027,17,66,3,39,2,10,0.25641027,46,0,25.492989,19.922628,15.72325,17.639618,17.439892,11.717053,7.614078,9.8645048,0,0,0.83173782,23,0,-0.84495217,-0.4065519,0.082247086,2.7442524,-0.97228277,-0.29790518,0.16445385,2.7574956,-0.51874125,-0.21147764,0.19305076,2.9912596,8.8236065,11.975128,11.975128,5.2104492,5.2104492,-6.8824344,0,12.403569,13.358307,0,14,14,1,0,28.994083,14.403703,8.25,21.482948,10.574559,6.0178022,6.3103528,10,0,1,0,3.507,-6.65904,13.218637,1,1,24,0,4,11,3,0,0,2.8094444,-2.8094444,0.16129504,0.12693459,142.27646,34.934074,119.06499,22.058474,0,12.949531,34.357582,35.645023,0,0,0,0,29.637598,38.93856,0.7533676,0.22181219,0.14594948,0.24663241,0.77818781,0.10068293,353.979,104.22118,68.576157,115.88327,365.64111,47.307114,0.47826087,0.91666669,0,0,0,0,1,0,0,0,1,0,469.86227,0,0,0,469.86227,0,12,1,4,0,0,0.5,4.4201999,21.999775,23.85181,0,145.61958,59.544403,9.5073462,0,176.43184,18.868406,69.759125,13.03764,64.317398,28.248404,50.935009,22.306828,5.0199933,216.2265,105.20214,33.326015,118.04,0.3281796,6.2854023,4.2330217,9.9884472,469.86227,560.63336,32.141354,0,0,0,353.979,83.74192,32.141354,493.51599,5142,57,184
O=[N+]([O-])c1oc(/C=N/Nc2nc(N3CCOCC3)nc(N3CCC3)n2)cc1,"JSF-2619 (BN 3489,3490)",50.410275,0,0,2,3,5,0,11,0,45,1,6,27,10,81.471382,1.8104751,0,0,15,0,0,18,0,8,4,0,0,1.2547083,-2.7175765,-0.60174489,0.64801103,2.658448,-2.7978134,-0.51486462,0.74708945,2.6171706,-2.4398122,-0.39927152,0.89699215,2.9342263,33.345726,6,0.2,11,48,2,30,0,6,0.2,35,0,18.639618,14.445287,9.181798,9.957819,13.186673,8.5592833,3.1993587,3.7247448,0,0,0.90591943,14,0,-0.86948776,-0.47221649,0.11010044,2.5385468,-1.0220416,-0.41623837,0.20783637,2.5246613,-0.56065416,-0.20875202,0.28543341,2.7947114,14.139606,10.797048,7.8782687,0.41076562,0.4112367,-3.5586493,0,8.5505209,9.6413994,-0.000523819,10.280591,13.018756,1.0112143,0.000803755,20.280001,9.6668653,5.3314347,14.901347,7.0123425,3.8305831,3.8701241,12,1,1,1,1.8200001,-5.2274199,9.1891851,1,1,22,1,4,8,1,0,0,2.5433934,-2.5433934,0.17812693,0.14021255,15.808495,56.407505,56.407505,64.416458,47.044724,8.458519,12.949531,13.449074,0,0,26.468767,0,2.503756,36.434803,0.68446714,0.23169267,0.1144077,0.31553286,0.76830733,0.20112516,232.95781,78.8564,38.93856,107.39133,261.49274,68.452774,0.5,1,0,0,0,0,1,0,0,0,1,0,340.34915,0,0,0,340.34915,0,7,1,4,0,0,0.5925926,0.86549997,6.2486277,75.330437,28.214245,166.54584,5.4488211,26.170353,0,35.286369,18.868406,10.717272,9.6268101,27.59285,67.019592,57.183636,5.4488211,28.605501,54.154774,115.61083,17.214357,137.73,0.41024774,5.9068904,3.630573,9.2060442,340.34915,393.21045,28.972525,0,0,9.4210396,176.76849,125.18708,38.393562,374.36099,2063,37,142,142
O=[N+]([O-])c1oc(/C=N/Nc2nc(NC3(C)CCC3)nc(N3CCOCC3)n2)cc1,"JSF-2620 (BN 3491,3492)",56.597446,0,0,2,3,5,0,11,0,51,2,7,29,12,89.699326,1.7588104,0,0,17,0,0,22,0,8,4,0,0,1.2732852,-2.8368909,-0.5802781,0.60413742,2.7888563,-2.8061163,-0.49607518,0.67479432,2.8602345,-2.576339,-0.36187437,0.84221315,3.0502529,36.398556,7,0.21875,11,54,2,32,2,7,0.21875,41,0,20.269375,15.998073,10.681798,11.457819,14.005752,9.4103279,4.4064655,4.9318519,0,0,0.88899851,14,0,-0.84979713,-0.47222194,0.089268439,2.6401944,-0.98861176,-0.40376833,0.1838785,2.6609445,-0.57936049,-0.20704699,0.24834931,2.8916731,14.081318,11.643986,6.9642277,0.75213462,0.75260359,-3.9078791,0,8.5504818,10.550166,-0.00052945,10.275946,13.018964,1.0112966,0.000810387,22.203125,10.08,6.0357141,16.691292,7.4949417,4.4515872,4.3138018,12,2,1,1,2.964,-5.82722,10.099563,1,1,22,1,4,9,1,0,0,2.4810247,-2.4810247,0.18260473,0.14373726,76.833931,15.808495,56.407505,64.416458,47.044724,8.458519,12.949531,13.449074,0,0,32.151344,0,2.503756,36.434803,0.70694786,0.23069204,0.1062565,0.29305211,0.76930797,0.18679561,259.0668,84.538979,38.93856,107.39133,281.91916,68.452774,0.5,1,0,0,0,0,1,0,0,0,1,0,366.45813,0,0,0,366.45813,0,7,1,4,0,0,0.41379312,2.0099001,3.1243138,93.341187,28.214245,129.66669,5.4488211,26.170353,0,35.286369,56.605217,44.043285,10.53168,27.59285,67.019592,54.059322,5.4488211,46.616253,91.891586,78.731674,50.540371,146.52,0.38828552,6,3.6734207,9.4224482,366.45813,427.71613,28.972525,0,0,15.103616,197.19492,125.18708,44.076141,402.41498,2491,39,154,154
O=[N+]([O-])c1oc(/C=N/Nc2nc(NC(C)C)nc(N3CCOCC3)n2)cc1,"JSF-2621 (BN 3493,3494)",51.743858,0,0,2,3,5,0,11,0,47,2,7,27,10,84.023758,1.7877395,0,0,15,0,0,20,0,8,4,0,0,1.4583757,-2.6499181,-0.52949256,0.58236396,2.6045787,-2.782393,-0.46611646,0.65161264,2.5207269,-2.3838677,-0.35455221,0.7865569,2.8637981,34.212139,7,0.24137931,11,49,2,29,2,7,0.24137931,36,0,19.225405,14.954103,9.6378279,10.413849,13.00804,8.3965969,3.3540592,3.8794453,0,0,0.89354581,14,0,-0.80553532,-0.43622956,0.089489356,2.5355134,-0.98807031,-0.39600512,0.16661814,2.532203,-0.51542211,-0.19953348,0.23352487,2.78948,14.076917,11.58333,6.8967881,0.75679278,0.75725967,-3.6046944,0,8.5504999,9.8112268,-0.000527394,10.277636,13.018427,1.0112709,0.000808326,21.702734,10.683761,6.7795382,15.946745,7.7499986,4.8710313,4.5773058,12,2,1,1,2.2650001,-5.40028,9.3731594,1,1,18,1,3,9,1,0,0,2.4796836,-2.4796836,0.1827035,0.143815,58.816898,22.508045,56.407505,64.416458,47.044724,8.458519,12.949531,13.449074,0,0,32.151344,0,2.503756,36.434803,0.69760901,0.23804365,0.10964264,0.30239099,0.76195633,0.19274834,247.74933,84.538979,38.93856,107.39133,270.60168,68.452774,0.5,1,0,0,0,0,1,0,0,0,1,0,355.14066,0,0,0,355.14066,0,7,1,3,0,0,0.5925926,1.4757,3.1243138,93.341187,32.196213,129.66669,5.4488211,26.170353,0,35.286369,0,77.369301,9.8196802,27.59285,67.019592,54.059322,9.4307899,46.616253,35.286369,78.731674,83.866386,146.52,0.40063059,5.8579812,3.6415482,9.2076025,355.14066,398.65555,28.972525,0,0,15.103616,185.87744,125.18708,44.076141,376.37698,2087,36,136,136
